house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
1850,3,HOUSE,HOUSE,Oudenaarde,9700,Robert De Preesterstraat,144,,0,2,335000,0,1,,0,0,JUST_RENOVATED,0,0,0,249,112,249,
1851,2,APARTMENT,APARTMENT,Gent,9000,Jan Baptist Davidstraat,2,301,1,3,225000,0,0,0,0,0,AS_NEW,0,0,0,,68,,
1853,2,HOUSE,HOUSE,Waregem,8790,Henri Lebbestraat,163,,1,3,185000,0,0,0,0,0,TO_RENOVATE,0,0,0,353,150,353,
1852,2,HOUSE,HOUSE,AMAY,4540,Rue de la Paix,1,,0,3,159000,0,0,0,0,0,,0,0,0,32,80,32,
1854,3,HOUSE,HOUSE,Gent,9000,Steenakker,110,,1,2,429000,0,1,,0,0,GOOD,1,20,0,128,125,128,
1855,3,HOUSE,HOUSE,Hooglede,8830,Marie Curiestraat,24,,0,,462300,1,1,,0,0,GOOD,0,0,0,420,149,420,
1856,4,HOUSE,VILLA,Maarkedal,9680,Dostestraat,1,,0,4,1545000,1,1,,1,1,JUST_RENOVATED,0,0,0,8633,433,8633,
1859,2,HOUSE,HOUSE,Oudenaarde,9700,Groenstraat,11,,0,2,249000,0,1,1,0,0,GOOD,1,1,0,110,107,110,
1857,5,HOUSE,HOUSE,Seraing,4101,Rue A. de Lexhy,52,,1,2,129900,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,53,140,53,
1860,2,APARTMENT,PENTHOUSE,Kortrijk,8500,Gentsesteenweg,115,3.1,1,3,790000,0,1,,0,0,AS_NEW,1,300,1,,181,,
1858,4,HOUSE,HOUSE,Ronse,9600,Spinstersstraat,150,,1,,180000,0,1,46,0,0,GOOD,0,0,0,120,150,120,
1861,1,APARTMENT,APARTMENT,Oostende,8400,Koningsstraat,78,04.01,1,2,160000,0,0,0,0,0,AS_NEW,0,0,0,,67,,
1862,2,HOUSE,HOUSE,Willebroek,2830,Vennestraat,9,,0,2,219000,0,0,0,0,0,TO_RENOVATE,0,0,0,173,132,173,
1863,3,HOUSE,BUNGALOW,Galmaarden Tollembeek,1570,Hernestraat,79,,1,4,315000,0,0,0,0,0,TO_RENOVATE,0,0,0,1329,200,1329,
1864,3,HOUSE,TOWN_HOUSE,Stabroek Hoevenen,2940,Parijse Weg,37,,0,2,349000,0,0,0,0,0,,0,0,0,260,190,260,
1865,4,HOUSE,HOUSE,GENVAL,1332,,,,1,2,510000,0,1,,0,0,TO_RENOVATE,0,0,0,0,156,0,
1867,4,HOUSE,HOUSE,Schriek,2223,Leo Kempenaersstraat,47,,0,,269000,0,0,0,0,0,,0,0,0,200,237,200,
1866,5,HOUSE,HOUSE,Brasschaat,2930,Langestraat,58,,1,,638400,0,1,,0,0,GOOD,0,0,0,322,217,322,
1868,3,HOUSE,HOUSE,Sint Gillis Dendermonde,9200,Rode Kruislaan,3,,1,2,315000,0,1,35,0,0,JUST_RENOVATED,0,0,0,100,115,100,
1869,4,HOUSE,HOUSE,Meulebeke,8760,Leopold Sacrezstraat,23,,0,,397600,0,1,,0,0,GOOD,0,0,0,388,189,388,
1871,4,HOUSE,HOUSE,CHAUMONT-GISTOUX,1325,Rue des Bruyères,73,,0,,675000,0,0,0,0,0,JUST_RENOVATED,0,0,0,900,380,900,
1872,6,HOUSE,EXCEPTIONAL_PROPERTY,Habay (Habay-la-Neuve),6720,,,,1,4,940000,0,1,,1,1,AS_NEW,1,1138,0,1289,263,1289,
1873,2,APARTMENT,APARTMENT,CHAUDFONTAINE,4050,Avenue des Thermes,67,,1,2,280000,0,1,6,0,0,GOOD,0,0,0,,136,,
1870,5,HOUSE,HOUSE,Asse,1730,,,,1,4,549000,0,1,,0,0,AS_NEW,1,140,0,430,205,430,
1874,3,APARTMENT,APARTMENT,GENT,9000,Martelaarslaan,313,,1,,325000,0,1,10,0,0,TO_BE_DONE_UP,0,0,0,,117,,
1876,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Natiënlaan,49,21,1,2,379000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,101,,
1875,2,APARTMENT,APARTMENT,Knokke-Zoute,8300,Natiënlaan,49,11,1,2,379000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,101,,
1878,5,HOUSE,HOUSE,Merelbeke,9820,Fraterstraat,154,,1,,399000,0,0,0,0,0,TO_RENOVATE,0,0,0,737,195,737,
1877,2,APARTMENT,APARTMENT,GENT,9000,Onderbergen,53,2B,1,,244500,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,66,,
1881,1,APARTMENT,APARTMENT,Westende,8434,Henri Jasparlaan,174,0712,0,,129000,1,0,0,0,0,TO_BE_DONE_UP,0,0,0,,35,,
1880,3,HOUSE,HOUSE,BEAURAING,5570,Quai du fort de rome 19 08600 givet,19,,0,3,109000,0,0,0,1,1,TO_RESTORE,0,0,0,141,80,141,
1879,1,APARTMENT,APARTMENT,Torhout,8820,Lichterveldestraat,53A,12,1,2,99000,0,1,,0,0,GOOD,1,10,0,,46,,
1882,1,APARTMENT,APARTMENT,Zaventem Sint-Stevens-Woluwe,1932,Woluwedal,4,,1,,180000,0,1,16,0,0,GOOD,0,0,0,,60,,
1885,1,APARTMENT,APARTMENT,Bruxelles,1020,Avenue Houba de Strooper,97,,1,2,219000,0,0,0,0,0,GOOD,0,0,0,,91,,
1884,1,APARTMENT,APARTMENT,Evere,1140,Henry Dunantlaan,36,D3D3,0,,217000,1,0,0,0,0,GOOD,0,0,0,,42,,
1886,2,APARTMENT,APARTMENT,Beersel,1650,Rue Zandbeek,92,,1,2,245000,0,1,5,0,0,GOOD,0,0,0,,70,,
1883,0,APARTMENT,FLAT_STUDIO,Watermael-Boitsfort,1170,Avenue Emile Van Becelaere,28a,,1,2,196500,0,1,9,0,0,GOOD,0,0,0,,40,,
1887,2,APARTMENT,GROUND_FLOOR,Brugge,8000,Boudewijn Ravestraat,22,,1,2,265000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,72,,
1889,3,HOUSE,HOUSE,Niel,2845,Albertstraat,44,,1,2,279000,0,1,,0,0,GOOD,0,0,0,90,124,90,
1888,2,APARTMENT,APARTMENT,Gentbrugge,9050,Raf Verhaeststraat,71,,1,2,268800,0,1,2,0,0,GOOD,0,0,0,,73,,
1890,4,HOUSE,VILLA,Sint-Lievens-Houtem,9520,Steenbergstraat,31,,1,4,549000,0,1,,0,0,GOOD,0,0,0,3582,210,3582,
1893,2,APARTMENT,GROUND_FLOOR,BERCHEM,2600,De Roest d'Alkemadelaan,4,B002,1,,179000,0,0,0,0,0,TO_RENOVATE,0,0,0,,84,,
1891,5,HOUSE,VILLA,FOSSES-LA-VILLE,5070,Rue du Bois des Mazuis,47,,1,4,630000,0,0,0,1,1,JUST_RENOVATED,0,0,0,2800,350,2800,
1892,4,HOUSE,VILLA,Rhode-Saint-Genèse,1640,Avenue des Tilleuls,48,,1,4,895000,0,1,30,0,0,TO_BE_DONE_UP,1,1400,0,1400,240,1400,
1894,0,APARTMENT,FLAT_STUDIO,Ganshoren,1083,Avenue de la Réforme,73,,1,2,220000,0,1,80,0,0,TO_BE_DONE_UP,0,0,0,,70,,
1895,2,APARTMENT,APARTMENT,ZEEBRUGGE,8380,Tijdokstraat,5,,1,2,299500,0,1,10,0,0,GOOD,0,0,0,,106,,
1897,2,APARTMENT,APARTMENT,Arlon,6700,Rue du Wäschbour,24,B007,1,2,310000,0,1,5,0,0,GOOD,0,0,0,,82,,
1898,3,APARTMENT,DUPLEX,Braine-l'Alleud,1420,Rue de la Fosse au Sable,51,,1,2,345000,0,1,6,0,0,AS_NEW,0,0,0,,127,,
1899,3,APARTMENT,PENTHOUSE,Laeken,1020,Avenue de la Croix Rouge,1,,1,2,365000,0,1,52,0,0,TO_BE_DONE_UP,0,0,0,,150,,
1901,2,HOUSE,HOUSE,ANGLEUR,4031,Rue de la Belle Jardinière,457,,1,4,275000,0,1,,1,1,TO_BE_DONE_UP,0,0,0,788,130,788,
1896,2,APARTMENT,APARTMENT,Anderlecht,1070,Camille Vaneukemlaan,2,,1,2,300000,0,0,0,0,0,AS_NEW,0,0,0,,108,,
1900,2,APARTMENT,APARTMENT,Schaarbeek,1030,Avenue des Anciens Combattants,83,64,1,,275000,0,1,18,0,0,AS_NEW,0,0,0,,85,,
1903,5,HOUSE,HOUSE,Oostende,8400,Aartshertogstraat,37,,1,2,309000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,78,185,78,
1902,3,HOUSE,HOUSE,Sint-Niklaas,9100,Blokmakerstraat,36,,1,,290000,0,0,0,0,0,JUST_RENOVATED,0,0,0,265,126,265,
1908,1,APARTMENT,APARTMENT,Wavre,1300,Ruelle Nuit et Jour,4,2,0,2,135000,0,0,0,0,0,,0,0,0,,50,,
1904,2,HOUSE,HOUSE,Gent,9000,Kolveniersgang,48,,0,,399000,0,0,0,0,0,GOOD,0,0,0,92,140,92,
1905,5,HOUSE,MIXED_USE_BUILDING,Amay,4540,Rue Joseph Wauters,57,,0,2,599000,0,0,0,0,0,,0,0,0,122,366,122,
1907,18,HOUSE,APARTMENT_BLOCK,ANTWERPEN,2018,Wipstraat,49,,1,2,1499999,0,1,20,0,0,TO_BE_DONE_UP,0,0,0,145,145,145,
1906,2,HOUSE,HOUSE,Zwalm,9630,Heufkensstraat,61,,0,4,452000,0,1,,0,0,GOOD,0,0,0,904,145,904,
1909,2,APARTMENT,PENTHOUSE,Molenbeek-Saint-Jean,1080,Rue Vandenboogaerde 19,,,1,2,470000,0,1,90,0,0,,0,0,0,,130,,
1911,1,APARTMENT,APARTMENT,ANTWERPEN,2000,Lange Doornikstraat,11,V2,1,3,245000,0,0,0,0,0,GOOD,0,0,0,,62,,
1910,2,APARTMENT,APARTMENT,DEURNE,2100,Ertbruggelaan,50,2v,0,2,199000,0,0,0,0,0,AS_NEW,0,0,0,,85,,
1912,2,APARTMENT,APARTMENT,BLANKENBERGE,8370,Zeedijk,48,,1,2,399000,1,1,,0,0,GOOD,0,0,0,,82,,
1914,4,HOUSE,VILLA,RUMILLIES,7540,Bas Rejet,116,,0,4,289000,0,0,0,0,0,TO_RENOVATE,0,0,0,926,,926,
1913,3,HOUSE,HOUSE,Boortmeerbeek,3190,Lijsterstraat,8,,1,4,270000,0,0,0,0,0,TO_RENOVATE,1,380,0,570,190,570,
1916,3,HOUSE,HOUSE,Grimbergen,1850,Haneveldlaan,52,,0,4,498000,0,0,0,0,0,,0,0,0,619,125,619,
1917,3,HOUSE,HOUSE,Quaregnon,7390,Rue Alphonse Brenez,40,,1,2,85000,0,1,17,0,0,TO_RENOVATE,1,30,0,107,90,107,
1919,3,HOUSE,HOUSE,Flémalle,4400,Les Taillisses,9,,1,3,265000,0,1,37,0,0,GOOD,1,288,0,390,133,390,
1915,3,HOUSE,MANSION,Auderghem,1160,Avenue des Volontaires,97,,1,2,350000,0,0,0,0,0,TO_RENOVATE,0,0,0,50,150,50,
1920,3,HOUSE,BUNGALOW,De Haan,8420,Vosseslag,82,84,0,,289000,0,1,,0,0,GOOD,0,0,0,91,91,91,
1918,2,HOUSE,HOUSE,Couvin,5660,Rue Grande,45,,1,3,219000,0,1,12,0,0,GOOD,1,2493,0,2818,163,2818,
1921,3,HOUSE,HOUSE,Houthulst,8650,Koordendraaiershoek,15,,1,,349500,0,1,,0,0,GOOD,0,0,0,336,135,336,
1923,3,HOUSE,MIXED_USE_BUILDING,Rillaar,3202,Diestsesteenweg,354-356,,0,,385000,0,0,0,0,0,TO_RENOVATE,1,270,0,678,568,678,
1922,4,HOUSE,HOUSE,Roeselare,8800,Marie Curiestraat,18,,1,,379000,0,1,,0,0,GOOD,0,0,0,265,154,265,
1925,2,HOUSE,HOUSE,Damme,8340,Karel Van Sint-Omaarsstraat,1,,1,3,439000,0,1,,0,0,GOOD,0,0,0,291,153,291,
1924,3,HOUSE,VILLA,Sijsele,8340,Burgemeester Sabotlaan,7,,0,,398000,0,1,,0,0,GOOD,0,0,0,525,205,525,
1928,3,APARTMENT,APARTMENT,Antwerpen Wilrijk,2610,Ringlaan,90,,1,3,249900,0,1,4,0,0,GOOD,0,0,0,,100,,
1929,1,APARTMENT,LOFT,Kortrijk,8500,spinnerijkaai,45,213,1,2,365000,0,1,,0,0,GOOD,0,0,0,,126,,
1927,3,APARTMENT,APARTMENT,Saint-Nicolas,4420,Rue Jean-Mathieu Julin,24,,1,3,229000,0,1,13,0,0,GOOD,0,0,0,,93,,
1931,3,APARTMENT,APARTMENT,ANTWERPEN,2000,Entrepotkaai,10,,1,,885000,0,0,0,0,0,GOOD,0,0,0,,165,,
1926,1,APARTMENT,APARTMENT,MIDDELKERKE,8430,Kerkstraat,37,0102,1,,205000,1,1,3,0,0,GOOD,0,0,0,,42,,
1930,3,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue de Calabre,23B,,1,2,445000,0,1,6,0,0,AS_NEW,0,0,0,,120,,
1933,4,HOUSE,HOUSE,Geraardsbergen,9500,Stoffelstraat,17,,0,4,257000,0,1,,0,0,TO_RENOVATE,0,0,0,1913,156,1913,
1932,3,APARTMENT,PENTHOUSE,ETTERBEEK,1040,Avenue de Tervueren,13,,0,,1150000,0,1,42,0,0,JUST_RENOVATED,0,0,0,,198,,
1936,1,APARTMENT,FLAT_STUDIO,Zaventem,1930,Lenneke Marelaan,34,,1,2,169000,1,1,5,0,0,AS_NEW,0,0,0,,39,,
1934,2,HOUSE,COUNTRY_COTTAGE,Hastière,5540,Allée des Bouvreuils,4,,0,,85000,1,1,16,0,0,GOOD,1,500,0,500,55,500,
1937,1,HOUSE,HOUSE,Loppem,8210,Steenbrugsestraat,36,,0,,215000,0,0,0,0,0,TO_RENOVATE,0,0,0,991,78,991,
1935,2,HOUSE,HOUSE,Ben-Ahin,4500,Rue Joseph Wauters,75,,0,2,149000,0,1,,0,0,,0,0,0,230,107,230,
1938,3,HOUSE,MIXED_USE_BUILDING,GERAARDSBERGEN,9500,Molenbroekstraat,8,,0,3,259000,0,0,0,0,0,,0,0,0,508,148,508,
1942,3,HOUSE,HOUSE,STROMBEEK-BEVER,1853,Sint-Amandsstraat,137,,1,2,299000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,110,111,110,
1939,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,Molenbroekstraat,8,,0,3,259000,0,0,0,0,0,,0,0,0,508,148,508,
1941,2,HOUSE,HOUSE,KESSEL-LO,3010,Diestsesteenweg,163,,0,2,285000,0,0,0,0,0,TO_RENOVATE,0,0,0,0,112,0,
1943,4,HOUSE,HOUSE,Huy,4500,Rue du Mont Falise,11,,0,4,380000,0,1,8,0,0,,0,0,0,832,160,832,
1940,2,HOUSE,MIXED_USE_BUILDING,KESSEL-LO,3010,Diestsesteenweg,163,,0,2,285000,0,0,0,0,0,TO_RENOVATE,0,0,0,0,112,0,
1944,4,HOUSE,APARTMENT_BLOCK,SINT-PIETERS-LEEUW,1600,Vorstsesteenweg,27,,1,2,549000,0,1,,0,0,GOOD,0,0,0,271,516,271,
1946,5,HOUSE,VILLA,Huy,4500,Rue du Haut Mas,18,,1,4,550000,0,1,50,0,0,JUST_RENOVATED,1,1000,0,1369,295,1369,
1945,4,HOUSE,MIXED_USE_BUILDING,SINT-PIETERS-LEEUW,1600,Vorstsesteenweg,27,,1,2,549000,0,1,,0,0,GOOD,0,0,0,271,516,271,
1949,3,HOUSE,HOUSE,Seraing,4102,Rue du Loup,7,,1,2,135000,0,1,32,0,0,TO_RENOVATE,0,0,0,152,108,152,
1948,3,HOUSE,HOUSE,Destelbergen,9070,Dendermondesteenweg,381,,1,,675000,0,0,0,0,0,GOOD,0,0,0,381,155,381,
1947,3,HOUSE,HOUSE,Zemst Hofstade,1981,Bordekensstraat,46,,1,4,565000,1,1,,0,0,GOOD,0,0,0,398,181,398,
1950,3,HOUSE,HOUSE,HABAY-LA-NEUVE,6720,Rue Émile Baudrux,80,,1,2,269000,0,1,25,0,0,GOOD,1,85,0,260,185,260,
1951,1,HOUSE,HOUSE,Brugge,8000,Potterierei,106,,0,4,367000,0,0,0,0,0,AS_NEW,0,0,0,48,113,48,
1952,3,HOUSE,HOUSE,ATTERT,6717,Rue du Foyer Ardent,91,,1,4,410000,0,1,,0,0,GOOD,0,0,0,885,167,885,
1953,5,HOUSE,HOUSE,WOLKRANGE,6780,Rue des Calvaires,45,,1,4,775000,0,1,25,0,0,GOOD,1,2200,0,2419,191,2419,
1954,4,HOUSE,HOUSE,ATTERT,6717,Chemin des Ecrevisses,32,,1,4,850000,0,1,35,0,0,GOOD,1,1400,1,1734,290,1734,
1956,1,APARTMENT,APARTMENT,Ruisbroek (2870),2870,St.-Katharinastraat,189,010,0,,189000,0,0,0,0,0,GOOD,0,0,0,,57,,
1955,3,HOUSE,VILLA,MARKE,8510,Diagorasstraat,26,,1,4,499500,0,1,,0,0,GOOD,0,0,0,684,130,684,
1958,2,APARTMENT,APARTMENT,Borsbeek,2150,Herentalsebaan,125,2L,1,,209000,0,1,1,0,0,GOOD,0,0,0,,99,,
1957,3,HOUSE,HOUSE,Hombeek,2811,Zepstraat,67,,1,,399000,0,0,0,0,0,TO_RENOVATE,1,400,0,848,240,848,
1959,2,APARTMENT,APARTMENT,Wommelgem,2160,Herentalsebaan,125,2L,1,,209000,0,1,1,0,0,GOOD,0,0,0,,99,,
1960,2,APARTMENT,APARTMENT,WETTEREN,9230,Lange Bergstraat,18,22,1,2,249000,0,1,9,0,0,GOOD,0,0,0,,88,,
1962,1,APARTMENT,APARTMENT,Bruxelles,1000,Rue Royale,182,,1,2,285000,0,0,0,0,0,AS_NEW,0,0,0,,79,,
1963,3,APARTMENT,APARTMENT,Mortsel,2640,Roderveldlaan,101,28,0,,369000,0,1,9,0,0,GOOD,0,0,0,,130,,
1961,1,APARTMENT,APARTMENT,Bruxelles,1000,Rue Royale,182,,1,2,285000,0,0,0,0,0,GOOD,0,0,0,,79,,
1964,3,APARTMENT,APARTMENT,Stabroek,2940,Kleine Molenweg,9,VER2,1,,399000,0,1,8,0,0,GOOD,0,0,0,,130,,
1966,3,APARTMENT,PENTHOUSE,ANTWERPEN 2000,2000,Hoogstraat,36,301,1,,549500,0,1,15,0,0,JUST_RENOVATED,0,0,0,,142,,
1967,4,HOUSE,HOUSE,Huy,4500,Rue Sainte-Catherine,21,,0,2,69000,0,0,0,0,0,,0,0,0,40,145,40,
1965,3,APARTMENT,APARTMENT,ANTWERPEN 2000,2000,Hoogstraat,36,301,1,,549500,0,1,15,0,0,JUST_RENOVATED,0,0,0,,142,,
1970,2,HOUSE,HOUSE,Eeklo,9900,Kaaistraat,4,,1,,165000,0,0,0,0,0,GOOD,0,0,0,82,82,82,
1971,4,HOUSE,HOUSE,RONSE,9600,Saint-Sauveurstraat,35,,1,2,295000,0,1,,0,0,GOOD,0,0,0,485,260,485,
1968,2,HOUSE,HOUSE,WERVIK,8940,Motestraat,18,,0,,115000,0,1,40,0,0,TO_RENOVATE,1,105,0,257,115,257,
1969,3,HOUSE,HOUSE,FLÉMALLE,4400,Thier des Trixhes,100,,1,3,165000,0,1,16,0,0,TO_BE_DONE_UP,0,0,0,0,98,0,
1972,3,HOUSE,MIXED_USE_BUILDING,Gent,9000,Pantserschipstraat,141,,0,,340000,0,1,,0,0,JUST_RENOVATED,0,0,0,120,111,120,
1975,2,HOUSE,MANSION,Ronse,9600,Olifantstraat,18,,1,,385000,0,0,0,0,0,JUST_RENOVATED,0,0,0,180,230,180,
1974,4,HOUSE,HOUSE,GERAARDSBERGEN,9500,Zarlardingeplein,26,,1,,370000,0,0,0,0,0,GOOD,0,0,0,401,145,401,
1973,3,HOUSE,HOUSE,Herk-de-Stad,3540,Nachtegaalstraat,14,,1,,366000,0,0,0,0,0,,1,330,0,680,174,680,
1976,1,APARTMENT,APARTMENT,Gent,9000,Franklin Rooseveltlaan,447,,0,,398000,0,1,,0,0,AS_NEW,0,0,0,,74,,
1977,4,HOUSE,VILLA,LANGEMARK,8920,Eeckhoutmolenstraat,3,,0,4,420000,0,0,0,0,0,TO_RENOVATE,0,0,0,2270,180,2270,
1978,4,HOUSE,HOUSE,LANGEMARK,8920,Eeckhoutmolenstraat,3,,0,4,420000,0,0,0,0,0,TO_RENOVATE,0,0,0,2270,180,2270,
1980,2,HOUSE,HOUSE,Anderlecht,1070,Rue de l'Orphelinat,50,,1,2,260000,0,0,0,0,0,TO_RENOVATE,0,0,0,125,125,125,
1979,2,APARTMENT,APARTMENT,NIEUWPOORT,8620,Albert I laan,64D,,1,4,430000,1,1,,0,0,,0,0,0,,60,,
1981,3,HOUSE,HOUSE,Harelbeke,8530,Peter De Coninckstraat,20,,1,2,269000,0,1,15,0,0,JUST_RENOVATED,0,0,0,120,155,120,
1983,3,HOUSE,HOUSE,WENDUINE,8420,Lemallaan,17,,1,3,325000,0,0,0,0,0,TO_RENOVATE,0,0,0,430,363,430,
1982,3,HOUSE,HOUSE,Dentergem,8720,Vaerestraat,34,,0,3,289000,0,0,0,0,0,TO_RENOVATE,0,0,0,1224,150,1224,
1984,3,HOUSE,HOUSE,MECHELEN,2800,Nimfenstraat,32,,0,,430000,0,1,,0,0,GOOD,0,0,0,299,138,299,
1987,2,APARTMENT,APARTMENT,WAREGEM,8790,Sint-Jozefsstraat,13,25,0,,115000,0,0,0,0,0,GOOD,0,0,0,,70,,
1988,2,APARTMENT,APARTMENT,Oostende,8400,Hulstlaan,5,0201,0,,119000,0,1,,0,0,TO_RESTORE,0,0,0,,69,,
1989,4,APARTMENT,DUPLEX,Anderlecht,1070,Rue de l'Orphelinat,50,,1,2,235000,0,1,14,0,0,TO_RENOVATE,0,0,0,,120,,
1991,3,APARTMENT,DUPLEX,Liège,4000,Rue Sainte-Walburge,82,A,1,2,299000,0,1,30,0,0,AS_NEW,1,167,0,,168,,
1986,3,HOUSE,HOUSE,BRAKEL,9660,Fayte,90,,1,,499000,0,0,0,0,0,GOOD,0,0,0,663,181,663,
1990,2,APARTMENT,APARTMENT,Evere,1140,Rue Jean-Baptiste Mosselmans,70,,1,3,298000,0,1,,0,0,JUST_RENOVATED,0,0,0,,102,,
1985,5,HOUSE,MIXED_USE_BUILDING,GERAARDSBERGEN,9500,Groendal,2,,1,,499000,0,0,0,1,1,GOOD,0,0,0,980,228,980,
1992,2,APARTMENT,PENTHOUSE,Laeken,1020,Rue de Wand,221,7,1,2,300000,0,1,30,0,0,AS_NEW,0,0,0,,130,,
1993,5,HOUSE,MANSION,ANTWERPEN,2060,Familiestraat,43,,1,2,499000,0,0,0,0,0,GOOD,1,92,0,253,273,253,
1995,2,APARTMENT,APARTMENT,Gent,9000,Bargiekaai,27,201,0,,445000,0,1,10,0,0,GOOD,0,0,0,,101,,
1996,3,HOUSE,HOUSE,FLOBECQ,7880,Marais Garette,4,,1,3,348000,0,1,,0,0,GOOD,0,0,0,640,150,640,
2000,3,HOUSE,MANSION,VICHTE,8570,Bosstraat,11,,1,,595000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1947,275,1947,
2001,5,HOUSE,HOUSE,Lierde,9570,Wassegemstraat,10,,1,4,595000,0,1,,0,0,AS_NEW,0,0,0,692,259,692,
1997,3,HOUSE,HOUSE,Sint-Michiels,8200,Louis de Meystraat,39,,0,,354000,0,0,0,0,0,GOOD,0,0,0,212,157,212,
1998,3,HOUSE,HOUSE,Heist-op-den-Berg Booischot,2221,Ter Laken,35,,0,3,425000,0,1,,0,0,JUST_RENOVATED,0,0,0,617,130,617,
1999,4,HOUSE,HOUSE,Gent,9000,Hofstraat,76,,0,,529000,0,0,0,0,0,TO_RENOVATE,1,30,0,110,200,110,
1994,3,APARTMENT,APARTMENT,Oostende,8400,Aartshertoginnestraat,30,4,0,,429000,0,1,6,0,0,GOOD,0,0,0,,147,,
2004,2,APARTMENT,APARTMENT,Jauche,1350,Avenue albert drossart,22,,1,2,179000,0,1,15,0,0,TO_BE_DONE_UP,1,5,0,,97,,
2002,4,HOUSE,HOUSE,Heusden (9070),9070,Blauwesteenstraat,74,,1,,765000,0,0,0,0,0,JUST_RENOVATED,1,849,0,1248,202,1248,
2007,3,APARTMENT,APARTMENT,Evergem,9940,Elslopark,75,,0,,215000,0,0,0,0,0,GOOD,0,0,0,,100,,
2006,1,APARTMENT,APARTMENT,Oostkamp,8020,Albrecht Rodenbachstraat,1,1.02,1,,195000,0,0,0,0,0,GOOD,0,0,0,,69,,
2005,2,APARTMENT,APARTMENT,Jodoigne,1370,Avenue albert drossart,22,,1,2,179000,0,1,15,0,0,TO_BE_DONE_UP,1,5,0,,97,,
2008,1,APARTMENT,APARTMENT,Gent,9000,Francisco Ferrerlaan,19,,1,,232000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,71,,
2003,1,APARTMENT,APARTMENT,Uccle,1180,rue de la mutualite,50,,1,2,235000,0,0,0,0,0,TO_RENOVATE,0,0,0,,70,,
2009,2,APARTMENT,PENTHOUSE,Bruxelles,1020,Avenue des Croix du Feu,35,,1,2,239000,0,0,0,0,0,GOOD,0,0,0,,95,,
2010,5,HOUSE,HOUSE,Hulshout,2235,Grote Heibergstraat,13,,1,4,599000,0,1,,0,0,AS_NEW,0,0,0,1982,347,1982,
2011,4,HOUSE,HOUSE,STERREBEEK,1933,PERKSTRAAT,30,,0,2,695000,0,1,20,0,0,,1,59,0,196,238,196,
2014,2,APARTMENT,APARTMENT,Bredene,8450,Duinenstraat,322,,0,,630000,0,1,,0,0,,0,0,0,,,,
2012,2,APARTMENT,APARTMENT,Blankenberge,8370,Jules De Troozlaan,17,0201,1,2,175000,0,1,5,0,0,TO_BE_DONE_UP,0,0,0,,95,,
2015,1,APARTMENT,APARTMENT,RUISBROEK,2870,Ruisbroek Dorp,42,104,1,2,195000,0,1,6,0,0,,0,0,0,,60,,
2013,2,APARTMENT,APARTMENT,Gent,9000,Henri Dunantlaan,14,101,1,,350000,0,1,11,0,0,AS_NEW,0,0,0,,86,,
2017,2,APARTMENT,APARTMENT,GENT,9000,Jef Crickstraat,51,,1,,290000,0,1,5,0,0,,0,0,0,,115,,
2016,2,APARTMENT,APARTMENT,Jodoigne,1370,Chaussée de Tirlemont,77,2,1,3,200000,0,1,,0,0,,0,0,0,,82,,
2018,3,HOUSE,HOUSE,Hamme (9220),9220,Evangeliestraat,73,,0,,235000,0,0,0,0,0,TO_RENOVATE,0,0,0,778,134,778,
2019,3,HOUSE,HOUSE,Mechelen,2800,Sint-Lambertuslaan,110,,0,,495000,0,1,,0,0,,0,0,0,1193,132,1193,
2020,6,HOUSE,HOUSE,Marchin,4570,Rue Vandervelde,31-32,,1,4,675000,0,1,15,0,0,GOOD,1,10598,0,10598,355,10598,
2021,4,HOUSE,APARTMENT_BLOCK,ANTWERPEN,2018,Wipstraat,51,,1,3,749990,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,73,292,73,
2022,6,HOUSE,MANSION,Forest,1190,Avenue Albert,186,,1,2,1320000,0,1,40,0,0,AS_NEW,1,120,0,320,460,320,
2024,1,APARTMENT,GROUND_FLOOR,Molenbeek-Saint-Jean,1080,Rue de l'Aubade,4,,1,2,198000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,55,,
2026,2,APARTMENT,APARTMENT,Hasselt,3500,Boerenkrijgsingel,13,5,1,,220000,0,0,0,0,0,GOOD,0,0,0,,85,,
2025,2,APARTMENT,APARTMENT,Anderlecht,1070,Wayezstraat,84,,1,2,200000,0,1,3,0,0,AS_NEW,0,0,0,,66,,
