house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
1673,3,HOUSE,HOUSE,BRAKEL,9660,HOLLEBEEKSTRAAT,1,201,1,2,225000,0,1,16,0,0,GOOD,0,0,0,98,98,98,
1672,4,HOUSE,HOUSE,Woluwe-Saint-Lambert,1200,Avenue du Castel,67,,1,2,870000,0,0,0,0,0,AS_NEW,1,15,0,0,286,0,
1675,2,APARTMENT,APARTMENT,Kortessem,3720,Tongersesteenweg,1,B,0,,299950,0,1,9,0,0,GOOD,0,0,0,,,,
1674,3,APARTMENT,APARTMENT,Menen,8930,Kortrijkstraat,31,0101,1,2,89000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,104,,
1676,4,APARTMENT,APARTMENT,GENT,9000,Gustaaf Callierlaan,7,,1,2,465000,0,1,,0,0,,0,0,0,,169,,
1677,2,HOUSE,MIXED_USE_BUILDING,DEURNE,2100,Te Couwelaarlei,103,1103,1,3,199000,0,1,3,0,0,GOOD,0,0,0,667,98,667,
1681,4,APARTMENT,APARTMENT,Knokke-Zoute,8300,Kustlaan,158,23,1,3,2775000,0,1,,0,0,AS_NEW,0,0,0,,164,,
1678,3,HOUSE,EXCEPTIONAL_PROPERTY,Habay (Rulles),6720,Rue de la Bergerie,2,,1,4,495000,0,1,,1,1,AS_NEW,1,5102,0,5233,143,5233,
1679,,,,,,,,,,,,,,,,,,,,,,,,
1680,1,APARTMENT,APARTMENT,Anderlecht,1070,Av. Dr Lemoine,1,,1,,170000,0,1,,0,0,GOOD,0,0,0,,60,,
1682,1,APARTMENT,APARTMENT,Huy,4500,Rue du Marché,10,B0,1,2,139500,0,1,9,0,0,GOOD,0,0,0,,55,,
1684,1,APARTMENT,APARTMENT,COURT-SAINT-ETIENNE,1490,Avenue de Wisterzée,48,,1,2,170000,0,1,5,0,0,GOOD,0,0,0,,42,,
1685,1,APARTMENT,APARTMENT,Oostende,8400,Van Iseghemlaan,56,,0,,189000,1,0,0,0,0,,0,0,0,,52,,
1686,2,HOUSE,HOUSE,Gistel,8470,Moerestraat,52,,0,2,189000,0,0,0,0,0,TO_RENOVATE,1,92,0,184,136,184,
1687,3,HOUSE,HOUSE,Herzele,9550,Bergafstraat,19,,0,4,219000,0,1,,0,0,TO_RENOVATE,0,0,0,2260,131,2260,
1683,1,APARTMENT,APARTMENT,Liège,4000,Rue Saint-Gilles,200,,1,2,169000,0,0,0,0,0,GOOD,0,0,0,,60,,
1688,3,HOUSE,HOUSE,Liège Chênée,4032,Rue du Bateau,6,,1,2,249000,0,1,20,0,0,AS_NEW,1,65,0,145,120,145,
1689,2,APARTMENT,APARTMENT,Sint-Jans-Molenbeek,1080,Scheutboschlaan,34,4,1,2,250000,0,1,,0,0,GOOD,0,0,0,,101,,
1690,3,HOUSE,HOUSE,Berendrecht,2040,Antwerpsebaan,189,,1,,275000,0,0,0,0,0,TO_RENOVATE,1,751,0,751,152,751,
1691,2,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue de Broqueville,264,,1,2,345000,0,1,3,0,0,GOOD,0,0,0,,111,,
1692,4,HOUSE,HOUSE,Liège,4000,Rue du Mississipi,11,,1,2,349000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,0,206,0,
1693,4,HOUSE,HOUSE,Saint-Pierre (Libramont-Chevigny),6800,Beuvlimont,56,,0,4,385000,0,0,0,0,0,,0,0,0,1382,214,1382,
1695,6,HOUSE,MIXED_USE_BUILDING,Saint-Gilles,1060,Rue de Hollande,46,,1,2,545000,0,0,0,0,0,GOOD,1,20,0,250,300,250,
1694,3,HOUSE,HOUSE,Gent Gentbrugge,9050,Robert Rinskopflaan,5,,1,2,539000,0,1,30,0,0,JUST_RENOVATED,0,0,0,98,140,98,
1696,4,HOUSE,HOUSE,Kortrijk,8500,Graaf de Smet de Naeyerlaan,117,,0,,595000,0,0,0,0,0,AS_NEW,0,0,0,236,211,236,
1697,2,APARTMENT,APARTMENT,Tienen,3300,Waaibergstraat,44 b,12,0,,188000,0,1,2,0,0,GOOD,0,0,0,,87,,
1698,2,APARTMENT,DUPLEX,Tienen,3300,Oude Kleerkopersstraat,32,,0,,295000,0,1,18,0,0,AS_NEW,0,0,0,,143,,
1699,2,APARTMENT,APARTMENT,Oostduinkerke,8670,,,,1,,295000,1,1,,0,0,GOOD,0,0,0,,66,,
1700,2,APARTMENT,APARTMENT,Oostduinkerke,8670,,,,1,,295000,1,1,,0,0,GOOD,0,0,0,,66,,
1701,3,APARTMENT,DUPLEX,Sint-Niklaas,9100,Pastoor De Meerleerstraat,26,0101,0,3,299000,0,0,0,0,0,AS_NEW,1,11,0,,146,,
1702,2,APARTMENT,APARTMENT,Brugge,8000,Antoinette Grosséstraat,13,002,0,,349000,0,1,,0,0,GOOD,1,30,0,,104,,
1703,2,APARTMENT,APARTMENT,Temse,9140,Lepelstraat,111,,1,,395000,0,1,,0,0,,0,0,0,,90,,
1704,5,HOUSE,MANSION,ATH,7800,Rue d'Houtaing,27,,1,4,499000,0,1,40,0,0,GOOD,1,515,1,891,321,891,
1706,7,HOUSE,HOUSE,Rhode-Saint-Genese,1640,Av. du Prieuré,1,,1,4,975000,0,0,0,1,1,GOOD,1,477,0,1960,465,1960,
1705,7,HOUSE,HOUSE,Braine-l'Alleud,1420,Av. du Prieuré,1,,1,4,975000,0,0,0,1,1,GOOD,1,477,0,1960,465,1960,
1707,2,HOUSE,HOUSE,NIEUWKERKE,8950,Steenwerkstraat,4,,1,2,195000,0,0,0,0,0,GOOD,0,0,0,0,158,0,
1708,3,HOUSE,HOUSE,Borgloon,3840,Abeelplein,7,,0,,225000,0,1,15,0,0,,0,0,0,143,,143,
1709,4,HOUSE,HOUSE,Aalst Erembodegem,9320,De Boomstraat,23,,1,2,320000,0,1,50,0,0,GOOD,0,0,0,192,215,192,
1710,4,HOUSE,VILLA,Sint-Martens-Leerne,9800,Damstraat,113,,0,4,945000,0,1,,1,1,AS_NEW,0,0,0,1194,217,1194,
1711,8,HOUSE,HOUSE,Lier,2500,Lintsesteenweg,46,,1,4,1245000,0,1,,0,0,AS_NEW,0,0,0,14853,485,14853,
1713,6,HOUSE,VILLA,Brasschaat,2930,Lage Kaart,96,,1,4,1700000,0,1,,1,2,AS_NEW,0,0,1,2325,562,2325,
1716,5,HOUSE,COUNTRY_COTTAGE,Deurle,9831,Leiepark,18,,0,4,3850000,0,1,,1,1,AS_NEW,0,0,0,13102,617,13102,
1714,5,HOUSE,VILLA,Deurle,9831,Burggraaf H. De Spoelberchdreef,21,,0,4,1950000,0,1,,1,1,TO_RENOVATE,0,0,0,2008,546,2008,
1715,4,HOUSE,VILLA,Deurle,9831,Philippe de Denterghemlaan,16,,0,4,3695000,0,1,,1,1,GOOD,0,0,0,2101,424,2101,
1719,3,APARTMENT,GROUND_FLOOR,Halle,1502,Stokerijstraat,16,,1,2,215000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,130,,
1717,2,APARTMENT,APARTMENT,Halle,1502,Stokerijstraat,16,,1,2,178000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,81,,
1712,3,HOUSE,VILLA,Sint-Martens-Latem,9830,Elslo,4,,0,4,1265000,0,1,28,0,0,AS_NEW,0,0,0,962,245,962,
1720,3,HOUSE,HOUSE,AALST,9300,Bolleweg,41,,1,2,250000,0,1,,0,0,GOOD,0,0,0,0,120,0,
1718,1,APARTMENT,APARTMENT,Antwerpen,2060,Lange Lobroekstraat,169,GVL A,1,2,180000,0,1,8,0,0,JUST_RENOVATED,0,0,0,,72,,
1721,2,APARTMENT,GROUND_FLOOR,Halle,1500,Rozenlaan,1,,1,3,265000,0,1,,0,0,GOOD,0,0,0,,83,,
1722,2,APARTMENT,GROUND_FLOOR,Halle,1501,Rozenlaan,1,,1,3,265000,0,1,,0,0,GOOD,0,0,0,,83,,
1723,3,APARTMENT,APARTMENT,Lille,2275,Dorp,57,3,0,2,299000,0,1,23,0,0,AS_NEW,0,0,0,,115,,
1724,1,APARTMENT,APARTMENT,MIDDELKERKE,8430,Zeedijk,25,0512,1,,299000,1,1,,0,0,GOOD,0,0,0,,60,,
1726,6,HOUSE,HOUSE,Zoersel,2980,Otterdreef,19,,1,4,799000,0,1,20,0,0,AS_NEW,0,0,1,2616,308,2616,
1725,2,APARTMENT,APARTMENT,LEUVEN,3000,Monseigneur van Waeyenberghlaan,60,02.02,0,2,415000,1,1,7,0,0,GOOD,0,0,0,,101,,
1729,2,APARTMENT,APARTMENT,GRÂCE-HOLLOGNE,4460,Rue Thomas Edison,39,A,1,3,219000,0,1,30,0,0,GOOD,0,0,0,,75,,
1727,0,HOUSE,APARTMENT_BLOCK,Antwerpen (2060),2060,Stuivenbergplein,31,,0,,2350000,1,0,0,0,0,GOOD,0,0,0,220,763,220,
1728,3,HOUSE,HOUSE,Eernegem,8480,Aartrijkestraat,27,,1,,105000,0,0,0,0,0,TO_RENOVATE,0,0,0,70,162,70,
1730,3,APARTMENT,APARTMENT,Aalst (9300),9300,Majoor Charles Claserstraat,19,3,0,2,249000,0,1,,0,0,JUST_RENOVATED,0,0,0,,82,,
1735,2,HOUSE,HOUSE,RIXENSART,1330,Rue de l'Eglise Saint-André,6,,1,3,220000,0,0,0,0,0,GOOD,1,474,0,474,92,474,
1732,2,APARTMENT,DUPLEX,Oostende,8400,Dokter Eduard Moreauxlaan,199,0401,1,2,298000,0,1,38,0,0,AS_NEW,0,0,0,,92,,
1734,2,HOUSE,MIXED_USE_BUILDING,BERCHEM,2600,Potvlietlaan,1,9C,1,2,175000,0,1,12,0,0,TO_BE_DONE_UP,0,0,0,4497,90,4497,
1731,2,APARTMENT,DUPLEX,Arlon,6700,Rue des Deux Luxembourg,30,,1,,250000,0,0,0,0,0,GOOD,0,0,0,,100,,
1733,2,APARTMENT,APARTMENT,HALLE,1500,Albertstraat,57,1,1,2,299000,0,1,,0,0,GOOD,0,0,0,,99,,
1736,3,HOUSE,HOUSE,Cuesmes,7033,Rue de l'Espinette,148,,1,3,245000,0,1,,0,0,JUST_RENOVATED,1,269,0,332,124,332,
1737,2,APARTMENT,APARTMENT,Gent,9050,Braemkasteelstraat,22,,1,3,279000,0,0,0,0,0,GOOD,1,1,0,,95,,
1738,4,HOUSE,HOUSE,BERNISSART,7321,Rue du Quénic,25,,1,4,285000,0,1,135,0,0,GOOD,1,365,0,574,185,574,
1739,2,HOUSE,HOUSE,FLEURUS,6220,Rue de Wangenies,79,,1,4,315000,0,1,14,0,0,TO_BE_DONE_UP,1,1030,0,1035,100,1035,
1740,4,HOUSE,MANOR_HOUSE,Leuven,3000,Emile van Arenberghstraat,24,,1,2,1445000,0,1,25,0,0,,0,0,0,192,321,192,
1742,1,APARTMENT,FLAT_STUDIO,Roeselare,8800,Honzebroekstraat,15,8,1,,135000,0,0,0,0,0,GOOD,0,0,0,,44,,
1741,3,APARTMENT,APARTMENT,Knokke-Zoute,8300,Zoutelaan,100,B2,1,4,2150000,0,1,,0,0,JUST_RENOVATED,0,0,0,,154,,
1743,2,HOUSE,HOUSE,Ronse,9600,Jacob van Arteveldestraat,19,,1,2,149000,0,0,0,0,0,TO_RENOVATE,1,40,0,240,130,240,
1744,1,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,1080,Boulevard Louis Mettewie,459,,1,2,165000,0,0,0,0,0,AS_NEW,0,0,0,,60,,
1749,1,APARTMENT,APARTMENT,ANTWERPEN,2000,Pieter van Hobokenstraat,22,3V,1,2,209000,0,0,0,0,0,GOOD,0,0,0,,54,,
1745,2,APARTMENT,APARTMENT,Anderlecht,1070,Rue Théodore Bekaert,16,,1,2,189000,0,1,,0,0,GOOD,0,0,0,,58,,
1748,0,APARTMENT,FLAT_STUDIO,Uccle,1180,Avenue de la Ferme Rose,8,,1,4,205000,0,1,18,0,0,GOOD,0,0,0,,36,,
1746,4,HOUSE,HOUSE,Liège,4000,Rue de l'Hippodrome,171,,0,2,189000,0,1,42,0,0,GOOD,0,0,0,909,145,909,
1747,3,HOUSE,TOWN_HOUSE,Ans,4430,Rue Léon Dolhen,18,,1,2,199000,0,1,17,0,0,TO_RENOVATE,0,0,0,120,115,120,
1751,2,APARTMENT,APARTMENT,Roeselare,8800,Leenstraat,6,5,1,,229000,0,0,0,0,0,GOOD,0,0,0,,90,,
1752,4,HOUSE,MIXED_USE_BUILDING,Ronse,9600,Wijnstraat,59,,1,2,229000,0,1,25,0,0,GOOD,1,250,0,612,408,612,
1750,2,APARTMENT,APARTMENT,Liège,4000,Rue des Guillemins 14/21,14,21,1,2,215000,0,1,10,0,0,TO_BE_DONE_UP,0,0,0,,130,,
1753,3,APARTMENT,APARTMENT,Sint-Idesbald,8670,Strandlaan,227,0101,1,,249000,0,0,0,0,0,TO_RENOVATE,0,0,0,,106,,
1754,5,HOUSE,APARTMENT_BLOCK,Liège,4000,Rue Molinvaux,135,,1,2,249900,0,1,,0,0,TO_RENOVATE,1,60,0,230,402,230,
1755,3,HOUSE,HOUSE,Ronse,9600,Nachtegaalstraat,36,,1,2,259000,0,1,20,0,0,AS_NEW,1,300,0,355,190,355,
1756,5,HOUSE,HOUSE,Rouvroy Torgny,6767,Rue Escofiette,2,,0,3,269000,0,1,,0,0,TO_RENOVATE,0,0,0,392,249,392,
1757,3,APARTMENT,APARTMENT,Libramont-Chevigny,6800,Grand'Rue,47,,1,,269000,0,1,40,0,0,JUST_RENOVATED,0,0,0,,121,,
1758,3,APARTMENT,APARTMENT,Libramont-Chevigny,6800,Grand'Rue,47,,1,,269000,0,1,20,0,0,JUST_RENOVATED,0,0,0,,120,,
1760,4,HOUSE,MIXED_USE_BUILDING,Oudenaarde,9700,Nederenamestraat,176,,1,3,275000,0,0,0,0,0,TO_RENOVATE,1,550,0,833,350,833,
1761,3,HOUSE,HOUSE,Jodoigne,1370,Rue des sept bonniers,10,,1,4,299000,0,1,95,0,0,TO_BE_DONE_UP,1,1063,0,1230,119,1230,
1763,2,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,1150,rue Kelle,190,,1,3,355000,0,1,7,0,0,AS_NEW,0,0,0,,85,,
1762,2,APARTMENT,APARTMENT,SCHOTEN,2900,Deuzeldlaan,122,6,1,,300000,0,1,,0,0,GOOD,0,0,0,,90,,
1759,5,HOUSE,MIXED_USE_BUILDING,Ronse,9600,Zonnestraat,57,,1,2,269500,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,160,339,160,
1764,3,HOUSE,HOUSE,Geraardsbergen,9500,Steenbakkerij,22,,1,3,365000,0,1,51,0,0,AS_NEW,1,150,0,275,176,275,
1765,2,APARTMENT,APARTMENT,Brussel,1000,Rue d'Argent,16,2.10,1,2,375000,0,1,13,0,0,GOOD,0,0,0,,110,,
1767,2,APARTMENT,APARTMENT,Ixelles,1050,Avenue George Bergmann,128,,1,2,390000,0,1,2,0,0,GOOD,0,0,0,,85,,
1766,2,APARTMENT,APARTMENT,Brugge,8000,Augustijnenrei,11,13,1,2,385000,0,1,3,0,0,AS_NEW,0,0,0,,93,,
1768,4,HOUSE,HOUSE,Anderlecht,1070,Victor Rauterstraat,280,,1,2,395000,0,1,,0,0,AS_NEW,1,40,0,90,140,90,
1770,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,VESTEN,28,,1,2,159000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,120,151,120,
1771,3,HOUSE,HOUSE,Saint-Hubert,6870,Rue du Mont,112,,0,2,195000,0,0,0,0,0,,0,0,0,250,193,250,
1769,2,HOUSE,HOUSE,BEAUVECHAIN,1320,Rue du Vénérable,3,,1,3,395000,0,0,0,0,0,TO_RENOVATE,1,2100,0,3010,119,3010,
1772,3,HOUSE,HOUSE,Liège,4000,Rue Jonfosse,103,,1,2,229000,0,1,,0,0,GOOD,0,0,0,76,86,76,
1773,5,HOUSE,HOUSE,Neufchâteau,6840,Avenue de la Gare,26,,1,2,239000,0,1,15,0,0,TO_RENOVATE,0,0,0,165,390,165,
1774,2,HOUSE,HOUSE,DE KLINGE,9170,Heidestraat,34,,1,2,268000,0,1,25,0,0,GOOD,0,0,0,0,111,0,
1776,3,HOUSE,HOUSE,Oostende,8400,Longchamplaan,81,,0,,335000,0,0,0,0,0,,0,0,0,243,170,243,
1775,3,HOUSE,HOUSE,Hamme,9220,Museumstraat,2,,1,3,314000,0,1,,0,0,TO_RENOVATE,1,281,0,882,516,882,
1778,4,HOUSE,VILLA,Auby-sur-semois (Bertrix),6880,Voie Saint Remacle,9,,0,4,500000,0,0,0,0,0,,0,0,0,4045,240,4045,
1777,3,HOUSE,HOUSE,BORNEM,2880,Brandheide,49,,1,,409000,0,0,0,0,0,GOOD,0,0,0,0,175,0,
1779,3,HOUSE,EXCEPTIONAL_PROPERTY,AUTELBAS,6706,Am Eck,5,,0,,570000,0,1,,0,0,,0,0,0,2872,201,2872,
1780,6,HOUSE,HOUSE,Hove,2540,Bollebeke,18,,0,4,695000,0,0,0,1,1,GOOD,1,920,0,1082,277,1082,
1782,0,HOUSE,APARTMENT_BLOCK,Seraing,4100,Quai des Carmes,73,,1,3,779000,0,0,0,0,0,GOOD,0,0,0,1130,,1130,
1781,3,HOUSE,HOUSE,Antwerpen,2000,Lange Brilstraat 20-22,20-22,,1,2,775000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,120,408,120,
1784,2,HOUSE,HOUSE,Liège,4020,Rue Basse-Wez,39,,1,2,155000,1,1,15,0,0,GOOD,0,0,0,72,80,72,
1783,3,HOUSE,HOUSE,Ronse,9600,Langehaag,52,,1,2,134500,0,1,8,0,0,TO_BE_DONE_UP,0,0,0,80,134,80,
1785,4,HOUSE,HOUSE,Izegem,8870,Koningin Elisabethlaan,6,,0,,169000,0,0,0,0,0,TO_RENOVATE,0,0,0,261,156,261,
1787,2,HOUSE,HOUSE,Merelbeke,9820,Oude Gaversesteenweg,15,,1,2,269000,0,1,70,0,0,JUST_RENOVATED,0,0,0,174,110,174,
1788,3,HOUSE,HOUSE,Amay,4540,Chaussée de Liège,150D,,1,4,280000,0,1,27,0,0,GOOD,1,800,0,1323,160,1323,
1786,1,HOUSE,MIXED_USE_BUILDING,ANTWERPEN,2000,Pieter van Hobokenstraat,22,3V,1,2,209000,0,0,0,0,0,GOOD,0,0,0,432,54,432,
1789,2,HOUSE,HOUSE,Antwerpen,2140,Schildstraat,3,,1,2,299900,0,0,0,0,0,GOOD,0,0,0,170,148,170,
1791,5,HOUSE,HOUSE,Houyet,5563,Rue des Déportés,28,,1,4,340000,0,1,,0,0,TO_BE_DONE_UP,1,1724,0,1724,208,1724,
1792,3,HOUSE,HOUSE,Wakken,8720,Markegemstraat,160,,0,,345000,0,1,,0,0,GOOD,0,0,0,180,173,180,
1790,3,HOUSE,HOUSE,Roeselare,8800,Westlaan,11,,1,,329000,0,1,,0,0,GOOD,0,0,0,315,172,315,
1793,5,HOUSE,HOUSE,Denderleeuw,9470,Wijngaardstraat,3,,1,2,349000,0,1,25,0,0,TO_BE_DONE_UP,1,50,0,218,206,218,
1794,4,HOUSE,HOUSE,Brussel,1000,Groene Hondstraat,4,,1,2,425000,0,1,8,0,0,TO_RENOVATE,0,0,0,63,166,63,
1795,4,HOUSE,HOUSE,Sint-Jans-Molenbeek,1080,Groene Hondstraat,4,,1,2,425000,0,1,8,0,0,TO_RENOVATE,0,0,0,63,166,63,
1796,3,HOUSE,BUNGALOW,Tervuren,3080,Merellaan,41,,1,4,475000,0,1,15,0,0,TO_BE_DONE_UP,1,300,0,622,103,622,
1798,4,HOUSE,VILLA,KOKSIJDE,8670,Lalouxlaan,47,,1,3,525000,0,1,41,0,0,,0,0,0,194,185,194,
1797,3,HOUSE,COUNTRY_COTTAGE,Glabbeek,3384,Butschovestraat,14,,1,4,475000,0,1,,0,0,TO_RENOVATE,1,384,0,8053,155,8053,
1801,2,APARTMENT,APARTMENT,De Haan,8420,Zeedijk,37,,1,,399000,1,1,15,0,0,AS_NEW,0,0,0,,50,,
1799,4,HOUSE,VILLA,Puurs-Sint-Amands,2870,Coolhemstraat,65,,0,4,650000,0,0,0,0,0,GOOD,1,273,1,645,312,645,
1800,3,APARTMENT,APARTMENT,Bruxelles,1020,Avenue du Forum,15,,1,2,295000,0,1,10,0,0,GOOD,0,0,0,,118,,
1803,5,HOUSE,HOUSE,Merksem,2170,Gildestraat,28,,1,,429000,0,0,0,0,0,JUST_RENOVATED,1,33,0,219,186,219,
1802,3,HOUSE,HOUSE,ZWIJNDRECHT,2070,Heidestraat,23,,1,2,299900,0,1,30,0,0,GOOD,1,122,0,260,145,260,
1804,3,HOUSE,APARTMENT_BLOCK,BUIZINGEN,1501,Pallieterweidestraat,5,,1,2,445000,0,1,3,0,0,,1,32,0,158,200,158,
1809,1,APARTMENT,APARTMENT,Schaarbeek,1030,Charbolaan,26,R4,1,4,137500,0,1,2,0,0,GOOD,0,0,0,,28,,
1808,1,APARTMENT,SERVICE_FLAT,Brugge,8000,Blankenbergse Steenweg,120,5,1,,120000,0,1,,0,0,GOOD,0,0,0,,49,,
1811,2,APARTMENT,APARTMENT,OOSTROZEBEKE,8780,Leegstraat,2,5,0,2,149000,0,1,7,0,0,GOOD,0,0,0,,117,,
1807,0,APARTMENT,FLAT_STUDIO,Bruxelles,1000,Coudenberg,70,,1,2,345000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,58,,
1812,2,APARTMENT,APARTMENT,ANTWERPEN,2020,Jacob le Mairestraat,8,4v,1,2,165000,0,0,0,0,0,GOOD,0,0,0,,80,,
1810,2,APARTMENT,APARTMENT,HARELBEKE,8530,Elfde-julistraat,148,13,1,2,148500,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,85,,
1805,2,HOUSE,VILLA,AARTSELAAR,2630,,,,1,4,548000,0,1,,1,1,GOOD,0,0,0,1849,100,1849,
1806,7,HOUSE,MIXED_USE_BUILDING,Malmedy,4960,Chemin du Calvaire,66,,1,3,595000,0,1,50,0,0,GOOD,1,2442,1,2442,390,2442,
1813,2,APARTMENT,APARTMENT,Deurne (2100),2100,Bisschoppenhoflaan,448,202,1,,189000,0,1,3,0,0,JUST_RENOVATED,0,0,0,,68,,
1815,2,APARTMENT,APARTMENT,Hoevenen,2940,Platanenlaan,106,1V,1,,189999,0,1,6,0,0,GOOD,0,0,0,,90,,
1816,,,,,,,,,,,,,,,,,,,,,,,,
1814,0,APARTMENT,FLAT_STUDIO,BLANKENBERGE,8370,Franchommelaan,60,,1,2,189000,1,1,,0,0,GOOD,0,0,0,,37,,
1820,2,APARTMENT,APARTMENT,TOURNAI,7500,rue des fougères,12/21,,1,2,199890,0,1,,0,0,GOOD,0,0,0,,70,,
1819,3,APARTMENT,APARTMENT,BELSELE,9111,Marktstraat,139,,1,4,199000,1,1,15,0,0,TO_BE_DONE_UP,0,0,0,,109,,
1817,2,APARTMENT,APARTMENT,JAMBES,5100,Rue de la Poudrière,85,11,1,3,195000,0,1,5,0,0,GOOD,0,0,0,,76,,
1818,1,APARTMENT,APARTMENT,Oostende,8400,Zeedijk,250,02.03,0,,199000,0,1,4,0,0,TO_BE_DONE_UP,0,0,0,,52,,
1821,2,APARTMENT,APARTMENT,MERKSEM,2170,Groenendaallaan,21,V2,1,2,210000,0,1,3,0,0,JUST_RENOVATED,0,0,0,,70,,
1822,3,APARTMENT,APARTMENT,WILRIJK,2610,Rooiboslaan,32,,1,2,214000,0,1,12,0,0,GOOD,0,0,0,,93,,
1824,1,APARTMENT,KOT,Leuven,3000,Naamsestraat,121,0403,1,,220000,0,1,5,0,0,JUST_RENOVATED,0,0,0,,17,,
1823,4,APARTMENT,APARTMENT,Deinze,9800,Guido Gezellelaan,102,01,1,,214000,0,1,74,0,0,TO_BE_DONE_UP,0,0,0,,170,,
1827,2,APARTMENT,APARTMENT,ANTWERPEN,2060,Korte Zavelstraat,16,V2,1,2,229000,0,1,,0,0,GOOD,0,0,0,,85,,
1826,2,APARTMENT,APARTMENT,PUURS-SINT-AMANDS,2870,Eeuwfeeststraat,2,2,1,3,224000,0,1,,0,0,GOOD,0,0,0,,112,,
1825,2,APARTMENT,APARTMENT,Oostende,8400,Van Iseghemlaan,116,04.02,0,,220000,0,1,2,0,0,TO_RENOVATE,0,0,0,,84,,
1828,2,APARTMENT,APARTMENT,Oostende,8400,Koningsstraat,71,03.03,0,,230000,0,1,2,0,0,TO_BE_DONE_UP,0,0,0,,99,,
1829,0,APARTMENT,FLAT_STUDIO,Auderghem,1160,Avenue Pré des Agneaux,35,,1,,235000,0,0,0,0,0,GOOD,0,0,0,,67,,
1831,3,HOUSE,HOUSE,Roesbrugge-Haringe,8972,Prof.Rubbrechtstraat,70,,1,,199000,0,0,0,0,0,TO_RENOVATE,0,0,0,473,235,473,
1830,3,HOUSE,VILLA,De Pinte,9840,Twee Dreven,19,,0,4,1095000,0,1,,0,0,TO_RENOVATE,1,2300,0,2595,201,2595,
1832,3,HOUSE,HOUSE,Izegem,8870,Gentseheerweg,118,,1,,350000,0,1,,0,0,JUST_RENOVATED,0,0,0,499,162,499,
1833,5,HOUSE,HOUSE,Tintigny,6730,rue de la longue haie,2,,0,4,430000,0,1,30,1,1,GOOD,0,0,0,1074,175,1074,
1834,4,HOUSE,APARTMENT_BLOCK,GROOT-BIJGAARDEN,1702,Robert Dansaertlaan,86,,1,2,750000,0,1,26,0,0,,0,0,0,455,300,455,
1835,4,HOUSE,APARTMENT_BLOCK,DILBEEK,1700,Robert Dansaertlaan,86,,1,2,1050000,0,1,26,0,0,,0,0,0,797,300,797,
1837,1,APARTMENT,APARTMENT,Mechelen,2800,Locomotiefstraat,121,,1,,248000,0,1,,0,0,,0,0,0,,76,,
1836,3,APARTMENT,TRIPLEX,Virton,6760,Grand Rue,21,,1,2,169000,0,0,0,0,0,GOOD,0,0,0,,126,,
1838,1,APARTMENT,APARTMENT,Nazareth,9810,Dorp,32,a,0,,265000,0,0,0,0,0,GOOD,0,0,0,,60,,
1840,2,APARTMENT,LOFT,Brussel,1000,Place Madou,7,,1,2,449000,0,0,0,0,0,GOOD,0,0,0,,165,,
1839,2,APARTMENT,APARTMENT,Antwerpen-Zuid,2018,Belgiëlei,81,701,1,2,329000,1,1,5,0,0,GOOD,0,0,0,,105,,
1841,2,APARTMENT,LOFT,Kortrijk,8500,Spinnerijkaai,45,215,1,,465000,0,0,0,0,0,,0,0,0,,180,,
1842,0,APARTMENT,APARTMENT,Anzegem,8570,Langestraat,6,,0,4,1670000,0,0,0,0,0,GOOD,0,0,0,,420,,
1843,2,APARTMENT,APARTMENT,Deinze,9800,Gentpoortstraat,60,"7, 11",1,2,239000,0,1,,0,0,GOOD,0,0,0,,162,,
1846,3,APARTMENT,APARTMENT,Harelbeke,8530,Overleiestraat,73,4,1,2,195000,0,1,4,0,0,GOOD,0,0,0,,100,,
1845,5,APARTMENT,APARTMENT,Puurs-Sint-Amands,2870,Pullaar,227,,0,,849000,0,1,19,0,0,AS_NEW,1,185,0,,557,,
1844,2,APARTMENT,APARTMENT,Blankenberge,8370,Albertstraat,1,1.1,1,3,269999,0,1,,0,0,GOOD,0,0,0,,93,,
1848,5,HOUSE,HOUSE,Neupré,4121,Allée des Fougères,9,,1,4,595000,0,1,30,0,0,GOOD,1,1546,0,1700,249,1700,
1849,5,HOUSE,HOUSE,Herstal,4040,Rue sur les Thiers,117,,1,2,289000,0,1,11,0,0,TO_RENOVATE,1,220,0,423,243,423,
1847,3,APARTMENT,APARTMENT,Zottegem,9620,Bruggenhoek,10,3,1,,365000,0,1,8,0,0,GOOD,0,0,0,,145,,
