house_index,url,bedrooms,property_type,property_subtype,locality,postal_code,street,number,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
1364,https://www.immoweb.be/en/classified/house/for-sale/sijsele/8340/20315210,3,HOUSE,HOUSE,Sijsele,8340,Stationsstraat,31,0,2,260000,0,1,30,0,0,TO_RENOVATE,0,0,0,351,157,351,
1363,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20313886,2,HOUSE,HOUSE,Liège,4020,Rue des Eglantines,27,1,2,199000,0,1,12,0,0,GOOD,1,70,0,200,155,200,
1361,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20189683,3,APARTMENT,APARTMENT,Bruxelles,1000,Avenue Marnix,19A,1,2,925000,0,1,1,0,0,GOOD,0,0,0,,207,,
1366,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20315845,3,HOUSE,HOUSE,Izegem,8870,Schardouwstraat,12,0,,498000,0,1,,0,0,,0,0,0,2503,181,2503,
1367,https://www.immoweb.be/en/classified/house/for-sale/marchin/4570/20311547,5,HOUSE,HOUSE,MARCHIN,4570,Rue Georges Hubin,11,1,4,559500,0,1,,0,0,AS_NEW,0,0,1,4119,280,4119,
1369,https://www.immoweb.be/en/classified/villa/for-sale/astene/9800/20315194,4,HOUSE,VILLA,ASTENE,9800,Bliekstraat,1,0,4,1795000,0,1,,1,1,GOOD,1,2005,0,2552,389,2552,
1368,https://www.immoweb.be/en/classified/country-cottage/for-sale/pottes/7760/20316527,8,HOUSE,COUNTRY_COTTAGE,POTTES,7760,Rue du Palais,52,1,4,785000,0,1,,0,0,,0,0,1,9610,430,9610,
1365,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/20315087,4,HOUSE,HOUSE,Asse,1730,Huinegem,52,1,3,399000,0,1,,0,0,GOOD,0,0,0,552,187,552,
1370,https://www.immoweb.be/en/classified/house/for-sale/charleroi-couillet/6010/20298752,4,HOUSE,HOUSE,Charleroi Couillet,6010,Rue de l'Amérique,133,0,4,150000,0,0,0,0,0,TO_RENOVATE,1,320,0,420,121,420,
1372,https://www.immoweb.be/en/classified/house/for-sale/vichte/8570/20297887,3,HOUSE,HOUSE,VICHTE,8570,Beukenhofstraat,90,1,2,259500,0,1,25,1,1,GOOD,0,0,0,150,145,150,
1373,https://www.immoweb.be/en/classified/house/for-sale/landen/3400/20295586,3,HOUSE,HOUSE,Landen,3400,-,-,1,3,285000,0,1,,0,0,GOOD,1,280,0,572,120,572,
1371,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/aywaille/4920/20295111,2,HOUSE,MIXED_USE_BUILDING,Aywaille,4920,Rue Hongrée,9,1,2,169000,1,1,14,0,0,JUST_RENOVATED,0,0,0,85,110,85,
1374,https://www.immoweb.be/en/classified/house/for-sale/belsele/9111/20297219,5,HOUSE,HOUSE,BELSELE,9111,Marktstraat,98,1,3,675000,0,1,50,0,0,JUST_RENOVATED,1,1900,0,2200,360,2200,
1377,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/linkebeek/1630/20266156,9,HOUSE,MIXED_USE_BUILDING,LINKEBEEK,1630,Bankveld,2,0,2,920000,0,1,2,0,0,TO_BE_DONE_UP,1,104,0,295,400,295,
1375,https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/20288137,2,APARTMENT,APARTMENT,AARTSELAAR,2630,Frederik Sheidlaan,37,1,2,224000,0,0,0,0,0,GOOD,0,0,0,,89,,
1376,,,,,,,,,,,,,,,,,,,,,,,,
1378,https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-gilles/1060/20298181,1,APARTMENT,FLAT_STUDIO,Saint-Gilles,1060,Chaussée d'Alsemberg,9,1,2,185000,0,0,0,0,0,AS_NEW,0,0,0,,48,,
1379,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20300656,2,APARTMENT,APARTMENT,Schaerbeek,1030,Boulevard Auguste Reyers,10,1,2,390000,0,0,0,0,0,AS_NEW,0,0,0,,121,,
1380,https://www.immoweb.be/en/classified/bungalow/for-sale/geraardsbergen/9506/20318405,2,HOUSE,BUNGALOW,Geraardsbergen,9506,Benedenstraat,15,1,4,349000,0,1,15,0,0,AS_NEW,1,2140,0,2779,123,2779,
1381,https://www.immoweb.be/en/classified/house/for-sale/ekeren/2180/20319131,3,HOUSE,HOUSE,EKEREN,2180,Gerardus Stijnenlaan,34,1,,429000,0,0,0,0,0,GOOD,0,0,0,213,170,213,
1382,https://www.immoweb.be/en/classified/mansion/for-sale/zottegem/9620/20319755,7,HOUSE,MANSION,Zottegem,9620,Grotenbergestraat,73,0,,595000,0,1,,1,1,GOOD,0,0,1,1028,320,1028,
1385,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20298713,5,HOUSE,HOUSE,Seraing,4101,Rue Burnonville,34,1,2,289000,0,1,80,0,0,GOOD,0,0,0,211,181,211,
1384,https://www.immoweb.be/en/classified/house/for-sale/raeren/4730/20317009,6,HOUSE,HOUSE,Raeren,4730,Hauptstraße,108,0,4,1590000,0,0,0,0,0,GOOD,0,0,0,5378,550,5378,
1386,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20300174,3,HOUSE,HOUSE,Izegem,8870,Knobbaardstraat,38,1,,329000,0,1,,0,0,GOOD,0,0,0,502,177,502,
1383,https://www.immoweb.be/en/classified/town-house/for-sale/kessel-lo/3010/20316671,3,HOUSE,TOWN_HOUSE,Kessel-Lo,3010,Koning Albertlaan,130,1,,645000,0,1,19,0,0,GOOD,0,0,0,335,290,335,
1389,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20306741,2,APARTMENT,APARTMENT,Uccle,1180,Avenue Kersbeek,304,1,3,360000,0,1,5,0,0,AS_NEW,0,0,0,,101,,
1388,https://www.immoweb.be/en/classified/mansion/for-sale/temse/9140/20300198,5,HOUSE,MANSION,Temse,9140,Kasteelstraat,64,1,,435000,0,1,,0,0,GOOD,0,0,0,230,325,230,
1387,https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/20297598,3,HOUSE,HOUSE,Ruddervoorde,8020,Sint-Elooisstraat,52,0,,380000,0,1,137,0,0,GOOD,0,0,0,412,192,412,
1390,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2050/2050/20307991,2,APARTMENT,APARTMENT,Antwerpen (2050),2050,Blancefloerlaan,161,1,,365000,0,1,,0,0,GOOD,0,0,0,,95,,
1392,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20308020,3,APARTMENT,APARTMENT,Oostende,8400,Vrijhavenstraat,28,0,,445000,0,1,8,0,0,,0,0,0,,115,,
1391,https://www.immoweb.be/en/classified/apartment/for-sale/lembeke/9971/20306568,2,APARTMENT,APARTMENT,Lembeke,9971,Lembeke-Dorp,36,1,,385000,0,1,16,0,0,JUST_RENOVATED,0,0,0,,129,,
1393,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20306746,3,APARTMENT,APARTMENT,Saint-Gilles,1060,Rue de Russie,37,0,,520000,0,1,10,0,0,,0,0,0,,149,,
1394,https://www.immoweb.be/en/classified/flat-studio/for-sale/molenbeek-saint-jean/1080/20294885,0,APARTMENT,FLAT_STUDIO,MOLENBEEK-SAINT-JEAN,1080,Avenue des Tamaris,35,1,2,150000,0,1,12,0,0,GOOD,0,0,0,,46,,
1395,https://www.immoweb.be/en/classified/apartment/for-sale/brakel/9660/20297038,1,APARTMENT,APARTMENT,Brakel,9660,Neerstraat,18,1,,220000,0,0,0,0,0,GOOD,0,0,0,,93,,
1398,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20298763,2,APARTMENT,APARTMENT,ANTWERPEN,2000,Van Breestraat,4,1,,699000,0,0,0,0,0,AS_NEW,1,80,0,,190,,
1396,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20297481,2,APARTMENT,APARTMENT,ANTWERPEN,2000,Lange Nieuwstraat,58,0,2,349000,0,1,1,0,0,,0,0,0,,106,,
1397,https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20296872,2,APARTMENT,APARTMENT,Koksijde,8670,Vredestraat,29,0,,495000,0,1,,0,0,JUST_RENOVATED,0,0,0,,103,,
1400,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20297504,3,APARTMENT,APARTMENT,Bruxelles,1000,Avenue Emile De Mot,17,1,2,1200000,0,1,,0,0,AS_NEW,1,150,0,,233,,
1399,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20298764,2,APARTMENT,APARTMENT,ANTWERPEN,2018,Van Breestraat,4,1,,699000,0,0,0,0,0,AS_NEW,1,80,0,,190,,
1402,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/20304007,4,HOUSE,MIXED_USE_BUILDING,Seraing,4100,Rue de la Banque,6,1,2,189000,0,1,38,0,0,GOOD,0,0,0,103,218,103,
1404,https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20301924,3,HOUSE,HOUSE,WICHELEN,9260,Paepestraat,112,0,,395000,0,0,0,0,0,TO_RENOVATE,0,0,0,909,251,909,
1401,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20297503,3,APARTMENT,APARTMENT,Ixelles,1050,Avenue Emile De Mot,17,1,2,1200000,0,1,,0,0,AS_NEW,1,150,0,,233,,
1403,https://www.immoweb.be/en/classified/house/for-sale/hulshout/2235/20308235,2,HOUSE,HOUSE,Hulshout,2235,Vennekensstraat,72,1,3,369000,0,1,,0,0,AS_NEW,0,0,0,460,86,460,
1405,https://www.immoweb.be/en/classified/house/for-sale/lochristi/9080/20303680,4,HOUSE,HOUSE,Lochristi,9080,Rozenlaan,5,0,,449000,0,1,,0,0,TO_RENOVATE,0,0,0,777,250,777,
1406,https://www.immoweb.be/en/classified/house/for-sale/puurs-sint-amands/2870/20305975,4,HOUSE,HOUSE,Puurs-Sint-Amands,2870,Liezelbroek,3,0,4,549000,0,1,,0,0,AS_NEW,0,0,0,321,204,321,
1407,https://www.immoweb.be/en/classified/exceptional-property/for-sale/habay-orsinfaing/6724/20304457,5,HOUSE,EXCEPTIONAL_PROPERTY,Habay Orsinfaing,6724,Rue Sainte-Hélène,40,1,3,749000,1,1,130,0,0,GOOD,1,1200,1,6595,608,6595,
1409,https://www.immoweb.be/en/classified/house/for-sale/borsbeke/9552/20305574,5,HOUSE,HOUSE,Borsbeke,9552,Pastorijstraat,13,0,,1085000,0,1,,0,0,AS_NEW,0,0,1,918,396,918,
1408,https://www.immoweb.be/en/classified/villa/for-sale/kapelle-op-den-bos/1880/20308882,4,HOUSE,VILLA,KAPELLE-OP-DEN-BOS,1880,Bredestraat,10,1,4,795000,1,1,,1,1,GOOD,0,0,0,1276,255,1276,
1410,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/20299068,0,HOUSE,MIXED_USE_BUILDING,Bruxelles,1000,Rue de l'Ecuyer,49,1,2,525000,0,1,10,0,0,GOOD,0,0,0,52,152,52,
1411,https://www.immoweb.be/en/classified/villa/for-sale/erondegem/9420/20298917,3,HOUSE,VILLA,Erondegem,9420,Hoekstraat,19,1,4,745000,0,0,0,1,1,AS_NEW,0,0,0,1762,453,1762,
1412,https://www.immoweb.be/en/classified/service-flat/for-sale/brugge/8000/20304870,1,APARTMENT,SERVICE_FLAT,Brugge,8000,Blankenbergse Steenweg,120,1,2,115000,0,1,10,0,0,AS_NEW,0,0,0,,52,,
