house_index,url,bedrooms,property_type,property_subtype,locality,postal_code,street,number,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
5687,https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20098211,3,APARTMENT,APARTMENT,Nieuwpoort,8620,Recollettenstraat,39,0,,199000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,152,,
5691,https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20185726,3,APARTMENT,APARTMENT,HOBOKEN,2660,Nachtegaallaan,6,1,4,215000,0,1,4,0,0,GOOD,0,0,0,,79,,
5690,https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20235787,2,APARTMENT,APARTMENT,Sint-Niklaas,9100,Hazewindstraat,29,1,,210000,0,0,0,0,0,GOOD,0,0,0,,84,,
5688,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20153024,3,HOUSE,HOUSE,Izegem,8870,Eigenhaardstraat,51,1,,199000,0,1,,0,0,GOOD,0,0,0,89,134,89,
5689,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11373358,2,APARTMENT,APARTMENT,Oudenaarde,9700,Pauwel Vander Scheldenstraat,49,0,2,199000,0,1,,0,0,GOOD,0,0,0,,90,,
5693,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20197478,3,HOUSE,HOUSE,Harelbeke,8530,Andries Pevernagestraat,25,1,2,219000,0,1,,0,0,GOOD,1,130,0,385,180,385,
5694,https://www.immoweb.be/en/classified/house/for-sale/engis/4480/20206441,4,HOUSE,HOUSE,ENGIS,4480,Rue Reine Astrid,38,1,3,220000,0,1,45,0,0,GOOD,1,136,0,376,131,376,
5692,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20120478,2,APARTMENT,APARTMENT,Liège,4020,Quai de l'Ourthe,44,1,2,219000,0,0,0,0,0,GOOD,0,0,0,,96,,
5695,https://www.immoweb.be/en/classified/house/for-sale/avelgem/8580/20019022,6,HOUSE,HOUSE,Avelgem,8580,Doorniksesteenweg,9,1,,220000,0,1,,0,0,TO_BE_DONE_UP,1,247,0,247,268,247,
5696,https://www.immoweb.be/en/classified/kot/for-sale/leuven/3000/20220346,1,APARTMENT,KOT,LEUVEN,3000,Diestsestraat,78,1,,225000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,26,,
5697,https://www.immoweb.be/en/classified/house/for-sale/doornik/7500/20190719,1,HOUSE,HOUSE,Doornik,7500,Chaussée de Willemeau,205,0,4,225000,0,1,,0,0,TO_RENOVATE,0,0,0,1310,110,1310,
5698,https://www.immoweb.be/en/classified/apartment/for-sale/spiere-helkijn/8587/11458445,2,APARTMENT,APARTMENT,SPIERE-HELKIJN,8587,Avelgemstraat,2,1,,225000,0,1,7,0,0,GOOD,0,0,0,,115,,
5699,https://www.immoweb.be/en/classified/duplex/for-sale/waregem/8790/20236844,2,APARTMENT,DUPLEX,Waregem,8790,René Sabbestraat,14,1,2,225000,0,1,,0,0,GOOD,0,0,0,,95,,
5700,https://www.immoweb.be/en/classified/house/for-sale/zoersel/2980/20105641,2,HOUSE,HOUSE,Zoersel,2980,Kwikaard,121,1,4,578000,0,1,62,1,1,AS_NEW,1,1000,0,1300,220,1300,
5702,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/11030675,6,HOUSE,MIXED_USE_BUILDING,Oudenaarde,9700,Terkerkenlaan,13+15,0,2,585000,0,1,,0,0,,0,0,0,772,525,772,
5701,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/20178523,3,HOUSE,MIXED_USE_BUILDING,Bruxelles,1000,Rue Du Jardin Des Olives - Olivetenhof,14,1,2,582000,0,1,6,0,0,AS_NEW,0,0,0,40,172,40,
5704,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20223815,4,HOUSE,HOUSE,Waterloo,1410,Rue Noël,5,1,2,589000,0,1,45,0,0,AS_NEW,1,230,0,405,210,405,
5703,https://www.immoweb.be/en/classified/apartment-block/for-sale/oudenaarde/9700/10847273,6,HOUSE,APARTMENT_BLOCK,Oudenaarde,9700,Terkerkenlaan,13+15,0,2,585000,0,1,,0,0,,0,0,0,772,525,772,
5705,https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/11391320,3,HOUSE,APARTMENT_BLOCK,Forest,1190,Rue de Hal,2,0,3,590000,0,0,0,0,0,AS_NEW,0,0,0,0,295,0,
5706,https://www.immoweb.be/en/classified/villa/for-sale/sint-pieters-leeuw/1600/20211139,3,HOUSE,VILLA,Sint-Pieters-Leeuw,1600,Madeliefjeslaan,12,1,,595000,0,0,0,0,0,GOOD,0,0,0,785,227,785,
5707,https://www.immoweb.be/en/classified/villa/for-sale/de-haan/8420/11451720,3,HOUSE,VILLA,De Haan,8420,Vosseslag,118,0,,595000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1433,260,1433,
5709,https://www.immoweb.be/en/classified/villa/for-sale/grobbendonk/2280/20124564,3,HOUSE,VILLA,GROBBENDONK,2280,Lariksbos,5,0,4,620000,0,1,23,1,1,,1,1500,1,1717,213,1717,
5710,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20024706,5,HOUSE,HOUSE,Schaerbeek,1030,Rue Charles Meert,11,1,2,650000,0,1,13,1,1,AS_NEW,1,90,0,90,250,90,
5708,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20134396,3,HOUSE,HOUSE,Knokke-Heist,8300,Hendrik Consciencestraat,69,1,2,598000,0,1,,0,0,JUST_RENOVATED,0,0,0,170,146,170,
5713,https://www.immoweb.be/en/classified/house/for-sale/opbrakel/9660/20241601,4,HOUSE,HOUSE,OPBRAKEL,9660,Brakelbosstraat,29,1,4,695000,0,1,70,1,1,,0,0,1,6140,305,6140,
5711,https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20229222,6,HOUSE,HOUSE,Lier,2500,Leuvensevest,10,1,2,670000,0,1,,0,0,GOOD,0,0,1,841,446,841,
5712,https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/20124877,3,HOUSE,HOUSE,Ruddervoorde,8020,Hazelbeekstraat,4,0,,695000,0,1,,0,0,,0,0,0,19869,287,19869,
5714,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20255400,6,HOUSE,HOUSE,Schaerbeek,1030,Grande Rue au Bois,109,1,3,699000,0,1,60,0,0,TO_RENOVATE,0,0,0,200,681,200,
5715,https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/11219046,3,HOUSE,HOUSE,Wichelen,9260,Elsbrug,42,1,4,699000,0,0,0,0,0,TO_RENOVATE,1,5110,0,6080,183,6080,
5716,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/11470160,8,HOUSE,APARTMENT_BLOCK,Anderlecht,1070,Rue de la Cordialité,10,1,2,700000,0,1,40,0,0,TO_BE_DONE_UP,0,0,0,220,330,220,
5717,https://www.immoweb.be/en/classified/villa/for-sale/kruibeke/9150/20221926,4,HOUSE,VILLA,Kruibeke,9150,Gangeltlaan,23,1,4,725000,0,1,20,1,1,AS_NEW,1,280,0,738,403,738,
5718,https://www.immoweb.be/en/classified/apartment-block/for-sale/ledeberg/9050/20141734,8,HOUSE,APARTMENT_BLOCK,LEDEBERG,9050,Langestraat,166,1,2,735000,0,1,22,0,0,,0,0,0,160,350,160,
5720,https://www.immoweb.be/en/classified/villa/for-sale/keerbergen/3140/11373102,5,HOUSE,VILLA,Keerbergen,3140,Tremelobaan,128A,0,,759000,0,0,0,0,0,GOOD,0,0,1,2502,391,2502,
5719,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ledeberg/9050/20141733,8,HOUSE,MIXED_USE_BUILDING,LEDEBERG,9050,Langestraat,166,1,2,735000,0,1,22,0,0,,0,0,0,160,350,160,
5721,https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20226701,4,HOUSE,HOUSE,Herent,3020,Haachtstraat,194,1,4,765000,0,1,30,0,0,JUST_RENOVATED,1,1036,0,1036,183,1036,
5725,https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20206951,6,HOUSE,HOUSE,Sint-Truiden,3800,Kabei,42,0,,799000,0,0,0,0,0,GOOD,0,0,0,2100,387,2100,
5722,https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20096538,4,HOUSE,HOUSE,Torhout,8820,Ruitjesbosstraat,30,1,4,775000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,5231,364,5231,
5724,https://www.immoweb.be/en/classified/house/for-sale/meise/1860/20136051,3,HOUSE,HOUSE,Meise,1860,Hendrik Van Dievoetlaan,3,1,4,789000,0,1,60,1,1,AS_NEW,1,334,0,557,557,557,
5723,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10308193,0,HOUSE,APARTMENT_BLOCK,Schaerbeek,1030,Rue Gaucheret,179,0,2,789000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,0,800,0,
5726,https://www.immoweb.be/en/classified/villa/for-sale/moerkerke/8340/20065706,4,HOUSE,VILLA,Moerkerke,8340,Waterpolder,9,0,,819000,0,0,0,0,0,JUST_RENOVATED,0,0,0,1885,206,1885,
5727,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/woluwe-saint-pierre/1150/11478532,4,HOUSE,MIXED_USE_BUILDING,Woluwe-Saint-Pierre,1150,Chaussée de Stockel,387,1,3,850000,0,1,20,0,0,GOOD,0,0,0,388,520,388,
5729,https://www.immoweb.be/en/classified/apartment-block/for-sale/leuven/3000/20204169,4,HOUSE,APARTMENT_BLOCK,Leuven,3000,Kapucijnenvoer,141,0,,850000,1,1,,0,0,GOOD,0,0,0,50,144,50,
5728,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20151531,4,HOUSE,HOUSE,Woluwe-Saint-Pierre,1150,Chaussée de Stockel,387,1,3,850000,0,1,20,0,0,GOOD,0,0,0,388,520,388,
5731,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20003480,2,APARTMENT,APARTMENT,Knokke-Heist,8300,August Dansestraat,12,1,2,675000,0,1,8,0,0,AS_NEW,0,0,0,,89,,
5730,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20101791,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Lippenslaan,336,1,2,669000,0,1,3,0,0,AS_NEW,0,0,0,,83,,
5732,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20006046,4,APARTMENT,APARTMENT,SAINT-GILLES,1060,Avenue de la Jonction,5,1,3,698000,0,1,20,1,1,TO_RENOVATE,0,0,0,,197,,
5733,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20143148,1,APARTMENT,APARTMENT,Knokke-Heist,8300,Duinenwater,4,0,,825000,0,1,21,0,0,AS_NEW,0,0,0,,91,,
5735,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11482694,3,APARTMENT,APARTMENT,Uccle,1180,Rue Zeecrabbe - Zeecrabbestraat,28,0,2,875000,0,1,45,1,1,AS_NEW,0,0,0,,215,,
5736,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20225259,5,APARTMENT,APARTMENT,Gent,9000,Waaistraat,2,0,,930000,0,1,,0,0,GOOD,0,0,0,,312,,
5734,https://www.immoweb.be/en/classified/penthouse/for-sale/lier/2500/11444748,2,APARTMENT,PENTHOUSE,Lier,2500,De Heyderstraat,2,0,,850000,0,0,0,0,0,GOOD,1,54,0,,179,,
5737,https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/11439873,3,APARTMENT,APARTMENT,Harelbeke,8530,Kortrijksesteenweg,240,0,,975000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,488,,
5738,https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20207713,3,APARTMENT,APARTMENT,Duinbergen,8301,Zeedijk-Duinbergen,389,0,,1095000,0,1,,0,0,,0,0,0,,118,,
5740,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist-knokke/8300/10280061,2,APARTMENT,APARTMENT,Knokke-Heist Knokke,8300,Zeedijk-Albertstrand,501,1,2,1250000,1,1,,0,0,AS_NEW,0,0,0,,75,,
5739,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11069286,3,APARTMENT,APARTMENT,Antwerpen,2000,Meir,76,0,,1250000,0,1,25,0,0,AS_NEW,0,0,0,,272,,
5741,https://www.immoweb.be/en/classified/loft/for-sale/ixelles/1050/20018768,3,APARTMENT,LOFT,Ixelles,1050,Rue du Page,10,1,,1490000,0,1,35,0,0,AS_NEW,0,0,0,,345,,
5744,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20277462,4,HOUSE,HOUSE,Roeselare,8800,Kraaiaard,16,0,4,315000,0,1,,1,1,GOOD,0,0,0,389,200,389,
5742,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11347227,3,APARTMENT,APARTMENT,Knokke,8300,Bayauxlaan,70,0,,1650000,0,1,,0,0,,0,0,0,,106,,
5746,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2020/2020/20270190,3,APARTMENT,APARTMENT,Antwerpen (2020),2020,Vlaamsekunstlaan,36,0,,325000,0,1,4,0,0,,0,0,0,,140,,
5743,https://www.immoweb.be/en/classified/apartment/for-sale/sint-kruis/8310/20270233,2,APARTMENT,APARTMENT,Sint-Kruis,8310,'t Veld,4,0,,190000,0,0,0,0,0,,0,0,0,,75,,
5747,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20280118,3,HOUSE,HOUSE,Eeklo,9900,Louis Van Doornestraat,46,0,,329000,0,1,,0,0,,0,0,0,197,100,197,
5745,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2018/2018/20270189,3,APARTMENT,APARTMENT,Antwerpen (2018),2018,Vlaamsekunstlaan,36,0,,325000,0,1,4,0,0,,0,0,0,,140,,
5749,https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4020/20295407,1,APARTMENT,FLAT_STUDIO,Liège,4020,Quai de la Dérivation,22,1,2,109000,0,0,0,0,0,GOOD,0,0,0,,39,,
5748,https://www.immoweb.be/en/classified/house/for-sale/schoten/2900/20292162,3,HOUSE,HOUSE,Schoten,2900,Churchilllaan,301,0,2,499000,0,1,,0,0,AS_NEW,0,0,0,141,159,141,
5752,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20299450,2,APARTMENT,APARTMENT,DEINZE,9800,,,1,2,199000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,88,,
5753,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/xhoris/4190/20106802,4,HOUSE,MIXED_USE_BUILDING,Xhoris,4190,Place la Vaux,2,1,2,229000,0,1,22,0,0,TO_RENOVATE,0,0,0,457,287,457,
5751,https://www.immoweb.be/en/classified/house/for-sale/eernegem/8480/20254913,3,HOUSE,HOUSE,Eernegem,8480,Bruggestraat,38,0,2,185000,0,1,,0,0,GOOD,1,62,0,296,104,296,
5750,https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20297751,2,APARTMENT,APARTMENT,Tienen,3300,Zegestraat,18,0,2,135000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,76,,
5754,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20296086,2,APARTMENT,APARTMENT,Aalst,9300,Drie Sleutelsstraat,9,1,,245000,0,1,,0,0,GOOD,0,0,0,,90,,
5757,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20229446,2,HOUSE,HOUSE,Knokke-Heist,8300,Bremlaan,8,1,2,795000,0,1,,0,0,GOOD,0,0,0,154,119,154,
5756,https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/20272992,3,HOUSE,HOUSE,BEAURAING,5570,Rue de Berry,40,1,2,269000,0,0,0,0,0,AS_NEW,0,0,0,150,165,150,
5760,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20221425,2,APARTMENT,APARTMENT,ANTWERPEN,2060,Greinstraat,6,1,2,231000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,66,,
5759,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8433/20256437,3,HOUSE,HOUSE,Middelkerke,8433,Nieuwstraat,8 B,0,3,269000,0,0,0,0,0,TO_BE_DONE_UP,1,108,0,336,146,336,
5758,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/20231858,3,HOUSE,HOUSE,Tienen,3300,Leuvenselaan,266,0,2,210000,0,0,0,0,0,TO_RENOVATE,1,30,0,114,185,114,
5761,https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242751,2,APARTMENT,APARTMENT,Wevelgem,8560,Brugstraat,66,0,,235000,0,1,9,0,0,GOOD,0,0,0,,75,,
5755,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20295846,2,APARTMENT,APARTMENT,Aalst,9300,Drie Sleutelsstraat,9,1,,267000,0,1,,0,0,GOOD,0,0,0,,90,,
5762,https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242746,2,APARTMENT,APARTMENT,Wevelgem,8560,Brugstraat,66,0,,235000,0,1,9,0,0,GOOD,0,0,0,,75,,
5763,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20191510,2,APARTMENT,APARTMENT,De Haan,8420,Mispelburgstraat,1,1,,239000,0,1,,0,0,GOOD,0,0,0,,71,,
5764,https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242748,2,APARTMENT,APARTMENT,Wevelgem,8560,Brugstraat,66,0,,239000,0,1,9,0,0,GOOD,0,0,0,,75,,
5766,https://www.immoweb.be/en/classified/apartment/for-sale/gent/8980/20156963,1,APARTMENT,APARTMENT,GENT,8980,Onderbergen,53,0,,245000,0,1,8,0,0,TO_BE_DONE_UP,0,0,0,,45,,
5765,https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242747,2,APARTMENT,APARTMENT,Wevelgem,8560,Brugstraat,66,0,,239000,0,1,9,0,0,GOOD,0,0,0,,75,,
5767,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20059260,2,APARTMENT,APARTMENT,De Haan,8420,Mispelburgstraat,2B,1,,248000,1,1,,0,0,JUST_RENOVATED,0,0,0,,59,,
5768,https://www.immoweb.be/en/classified/apartment/for-sale/saint-ghislain/7330/11362609,2,APARTMENT,APARTMENT,SAINT-GHISLAIN,7330,Rue de Saint-Lô,122,1,3,249000,0,1,5,0,0,GOOD,0,0,0,,100,,
5769,https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20075992,3,APARTMENT,APARTMENT,Koksijde,8670,Gulden Vlieslaan,18,0,,249000,0,1,,0,0,JUST_RENOVATED,0,0,0,,60,,
5770,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/11362878,3,APARTMENT,APARTMENT,Roeselare,8800,Zuidstraat,12,0,,254900,0,1,,0,0,GOOD,0,0,0,,118,,
5771,https://www.immoweb.be/en/classified/apartment/for-sale/wevelgem/8560/20242749,2,APARTMENT,APARTMENT,Wevelgem,8560,Brugstraat,66,0,,255000,0,1,9,0,0,GOOD,0,0,0,,79,,
5773,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11105773,3,APARTMENT,APARTMENT,Oudenaarde,9700,Schapendries,9,0,2,259000,0,1,9,0,0,GOOD,0,0,0,,118,,
5775,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11032761,1,APARTMENT,APARTMENT,Oudenaarde,9700,Remparden,14,0,4,269000,0,1,9,0,0,GOOD,0,0,0,,66,,
5774,https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20133198,2,APARTMENT,APARTMENT,Zeebrugge,8380,Rederskaai,21,1,2,269000,0,1,,0,0,GOOD,0,0,0,,77,,
5772,https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/11012099,2,APARTMENT,APARTMENT,Ronse,9600,Frederic Bruneellaan,24,0,,259000,0,0,0,0,0,AS_NEW,0,0,0,,105,,
5777,https://www.immoweb.be/en/classified/ground-floor/for-sale/wilrijk/2610/11488899,2,APARTMENT,GROUND_FLOOR,WILRIJK,2610,Voorjaarstraat,66,1,,274000,0,1,10,0,0,,1,50,0,,87,,
5779,https://www.immoweb.be/en/classified/apartment/for-sale/haaltert/9450/20153987,2,APARTMENT,APARTMENT,Haaltert,9450,Droeskouterstraat,2,0,,275000,0,1,,0,0,GOOD,0,0,0,,108,,
5780,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20214640,3,APARTMENT,APARTMENT,De Haan,8420,Pater Vandemoerelaan,45,1,,279000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,90,,
5776,https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/10715623,1,APARTMENT,APARTMENT,Oudenaarde,9700,Remparden,14,0,4,269000,0,1,9,0,0,GOOD,0,0,0,,66,,
5778,https://www.immoweb.be/en/classified/apartment/for-sale/grace-hollogne/4460/20235140,2,APARTMENT,APARTMENT,GRÂCE-HOLLOGNE,4460,Rond-Point de Blanckart-Surlet,1,1,4,275000,0,1,10,0,0,JUST_RENOVATED,0,0,0,,173,,
5781,https://www.immoweb.be/en/classified/apartment/for-sale/puurs-sint-amands/2870/11481614,2,APARTMENT,APARTMENT,PUURS-SINT-AMANDS,2870,Kalfortdorp,60,1,2,290000,0,1,36,0,0,GOOD,0,0,0,,98,,
5783,https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20242800,3,APARTMENT,APARTMENT,Zeebrugge,8380,Rederskaai,44,0,,299000,0,1,,0,0,GOOD,0,0,0,,89,,
5782,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10762128,2,APARTMENT,APARTMENT,Gent,9000,Koekoeklaan,7,1,,290000,0,0,0,0,0,GOOD,0,0,0,,78,,
5784,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11480891,2,APARTMENT,APARTMENT,Deinze,9800,Tolpoortstraat,71,0,,305000,0,1,,0,0,GOOD,0,0,0,,90,,
5785,https://www.immoweb.be/en/classified/apartment/for-sale/borsbeek/2150/20201608,3,APARTMENT,APARTMENT,Borsbeek,2150,de Robianostraat,138,0,,319000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,102,,
5786,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20251702,2,APARTMENT,APARTMENT,Bruxelles,1000,Rue du Marché,50,0,,330000,1,0,0,0,0,AS_NEW,0,0,0,,92,,
5788,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20227280,3,APARTMENT,APARTMENT,BERCHEM,2600,Fruithoflaan,11,1,,345000,0,1,5,0,0,JUST_RENOVATED,0,0,0,,110,,
5790,https://www.immoweb.be/en/classified/apartment/for-sale/assebroek/8310/20253564,2,APARTMENT,APARTMENT,Assebroek,8310,Daverlostraat,114,1,2,249000,0,1,10,0,0,AS_NEW,0,0,0,,75,,
5789,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20298277,4,HOUSE,HOUSE,GENT,9000,Spitaalpoortstraat,18,1,2,349000,0,1,15,0,0,TO_BE_DONE_UP,1,60,0,132,150,132,
5787,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20251504,2,APARTMENT,APARTMENT,Schaerbeek,1030,Avenue Princesse Elisabeth,28,0,2,340000,0,1,2,0,0,,0,0,0,,123,,
5791,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20314613,2,APARTMENT,APARTMENT,Roeselare,8800,Henri Horriestraat,40b,1,3,249000,0,1,8,1,1,JUST_RENOVATED,0,0,0,,92,,
5792,https://www.immoweb.be/en/classified/apartment/for-sale/nazareth/9810/20287632,3,APARTMENT,APARTMENT,Nazareth,9810,Dorp,13,0,,268000,0,0,0,0,0,GOOD,0,0,0,,89,,
5793,https://www.immoweb.be/en/classified/duplex/for-sale/lint/2547/20273433,2,APARTMENT,DUPLEX,Lint,2547,Molenstraat,160,0,3,274000,0,1,22,0,0,GOOD,0,0,0,,100,,
5794,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20181141,2,APARTMENT,APARTMENT,Saint-Gilles,1060,Rue de Hollande,48,1,2,275000,0,0,0,0,0,GOOD,0,0,0,,158,,
5795,https://www.immoweb.be/en/classified/apartment/for-sale/haccourt/4684/20171256,2,APARTMENT,APARTMENT,Haccourt,4684,Rue du Long Fossé,173,1,4,299000,0,1,13,0,0,AS_NEW,0,0,0,,115,,
5797,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20261204,1,APARTMENT,APARTMENT,Bruxelles,1000,Coudenberg,70,1,2,335000,0,0,0,0,0,AS_NEW,0,0,0,,58,,
5798,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20261200,1,APARTMENT,APARTMENT,Bruxelles,1000,Coudenberg,70,1,2,335000,0,0,0,0,0,AS_NEW,0,0,0,,53,,
5796,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20280924,1,APARTMENT,APARTMENT,Auderghem,1160,Rue de la Chasse Royale,17,1,2,325000,0,1,6,0,0,JUST_RENOVATED,0,0,0,,66,,
5800,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20257176,2,APARTMENT,APARTMENT,Bruxelles,1000,Quai au foin,15,1,2,449000,0,1,,0,0,GOOD,0,0,0,,107,,
5799,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20241368,3,APARTMENT,APARTMENT,Uccle,1180,Chaussée de Saint-Job,273,1,2,398000,0,1,10,0,0,JUST_RENOVATED,0,0,0,,120,,
5801,https://www.immoweb.be/en/classified/duplex/for-sale/watermael-boitsfort/1170/20265698,3,APARTMENT,DUPLEX,Watermael-Boitsfort,1170,Rue des Archives,58,1,2,515000,0,1,25,0,0,GOOD,0,0,0,,137,,
5802,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/20280691,3,APARTMENT,DUPLEX,Woluwe-Saint-Lambert,1200,Avenue Lambeau,28,1,3,570000,0,1,45,0,0,AS_NEW,0,0,0,,131,,
5803,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20218850,2,APARTMENT,APARTMENT,Uccle,1180,Avenue d'Orbaix,19,1,2,595000,0,1,5,0,0,AS_NEW,0,0,0,,85,,
5806,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20268249,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Zeewindstraat,14,0,2,799000,1,0,0,0,0,JUST_RENOVATED,0,0,0,,66,,
5804,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20252621,3,APARTMENT,APARTMENT,Mechelen,2800,Drabstraat,10,1,,650000,0,1,6,0,0,AS_NEW,0,0,0,,221,,
5810,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20305218,2,APARTMENT,APARTMENT,Middelkerke,8430,Leopoldlaan,81,1,2,325000,0,1,,0,0,GOOD,0,0,0,,80,,
5811,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20293976,1,HOUSE,HOUSE,Flémalle,4400,Rue de Flémalle-Grande,299,0,3,199000,0,1,20,0,0,GOOD,1,4850,0,4961,67,4961,
5805,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20259129,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Gulden-Vliesstraat,1A,1,,739000,1,1,6,0,0,AS_NEW,0,0,0,,90,,
