house_index,bedrooms,property_type,property_subtype,locality,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
2771,3,HOUSE,BUNGALOW,Overijse,INSTALLED,4,575000,False,True,24,False,,TO_BE_DONE_UP,,,False,752,148,752,
2774,6,HOUSE,APARTMENT_BLOCK,Blankenberge,,2,620000,True,True,,False,,JUST_RENOVATED,,,False,147,272,147,
2777,5,HOUSE,HOUSE,Woluwe-Saint-Lambert,NOT_INSTALLED,4,645000,False,True,36,False,,TO_RENOVATE,True,400,False,345,345,345,
2776,4,HOUSE,HOUSE,Musson,HYPER_EQUIPPED,4,639000,False,True,60,False,,AS_NEW,True,1805,False,1805,277,1805,
2775,3,HOUSE,HOUSE,KAPELLEN,INSTALLED,4,625000,,,,False,,GOOD,,,True,503,171,503,
2778,6,HOUSE,HOUSE,Jupille,INSTALLED,4,665000,False,True,121,False,,GOOD,True,729,True,942,282,942,
2779,5,HOUSE,MIXED_USE_BUILDING,Engis,HYPER_EQUIPPED,4,699000,False,True,27,True,1,AS_NEW,,,False,490,305,490,
2782,2,APARTMENT,APARTMENT,NAMUR,INSTALLED,4,339000,,True,8,False,,,,,,,91,,NewlyBuilt
2781,4,HOUSE,HOUSE,Sint-Pieters-Woluwe,HYPER_EQUIPPED,3,895000,False,True,,False,,TO_RENOVATE,True,400,False,760,296,760,
2780,3,HOUSE,HOUSE,Sint-Pieters-Woluwe,HYPER_EQUIPPED,2,749000,False,True,40,False,,TO_BE_DONE_UP,,,,109,198,109,
2784,,,,,,,,,,,,,,,,,,,,
2783,2,APARTMENT,APARTMENT,Gavere,HYPER_EQUIPPED,4,378650,False,True,11,False,,AS_NEW,,,,,126,,NewlyBuilt
2785,3,HOUSE,HOUSE,Ochamps,INSTALLED,3,299000,False,,,False,,AS_NEW,True,365,False,365,212,365,NewlyBuilt
2790,3,HOUSE,HOUSE,DESTELBERGEN,,,240000,,,,False,,TO_RENOVATE,,,,120,150,120,
2787,4,HOUSE,HOUSE,Eprave,INSTALLED,2,239000,False,,,False,,AS_NEW,,,False,101,149,101,UnderOption
2786,2,HOUSE,BUNGALOW,Hélécine,SEMI_EQUIPPED,4,225000,False,True,20,False,,GOOD,True,323,False,461,110,461,UnderOption
2789,3,HOUSE,APARTMENT_BLOCK,BUIZINGEN,SEMI_EQUIPPED,2,445000,,True,3,False,,,True,32,,158,200,158,
2788,3,HOUSE,HOUSE,ZWIJNDRECHT,INSTALLED,2,299900,,True,30,False,,GOOD,True,122,,260,145,260,
2792,3,HOUSE,HOUSE,Oupeye,SEMI_EQUIPPED,4,299000,False,,,False,,TO_RENOVATE,True,550,False,872,120,872,UnderOption
2791,5,HOUSE,HOUSE,Amay,INSTALLED,4,250000,False,True,25,False,,GOOD,True,400,False,585,175,585,UnderOption
2793,3,HOUSE,BUNGALOW,Ouffet Warzée,INSTALLED,4,329000,False,True,40,False,,GOOD,True,350,False,684,150,684,
2794,1,APARTMENT,APARTMENT,Westende,,,249000,True,True,6,False,,JUST_RENOVATED,,,,,68,,
2798,3,HOUSE,FARMHOUSE,Trois-Ponts,INSTALLED,,265000,False,,,False,,TO_BE_DONE_UP,,,,843,207,843,
2795,3,HOUSE,HOUSE,Flémalle,,3,40000,,True,38,False,,TO_RENOVATE,True,198,,268,101,268,
2797,2,HOUSE,HOUSE,Anderlecht,NOT_INSTALLED,2,249000,False,,,False,,TO_RENOVATE,,,False,45,80,45,
2796,3,HOUSE,HOUSE,BEAURAING,,3,109000,,,,True,1,TO_RESTORE,,,,141,80,141,
2799,3,HOUSE,HOUSE,Niel,INSTALLED,2,279000,False,True,,False,,GOOD,,,,90,124,90,
2802,6,HOUSE,APARTMENT_BLOCK,Leuven,,2,445000,False,,,False,,,,,False,292,342,292,
2801,3,HOUSE,HOUSE,Kruishoutem,INSTALLED,3,439000,,,,False,,AS_NEW,,,,488,175,488,
2800,2,APARTMENT,APARTMENT,Antwerpen (2000),SEMI_EQUIPPED,,289000,False,True,,False,,,,,,,121,,
2803,3,HOUSE,VILLA,Zoersel,HYPER_EQUIPPED,4,669000,,True,,False,,,,,,2316,251,2316,
2804,4,HOUSE,HOUSE,Uccle,HYPER_EQUIPPED,2,850000,False,True,20,False,,TO_BE_DONE_UP,True,308,False,0,260,0,
2805,3,HOUSE,VILLA,Nieuwpoort,INSTALLED,,975000,True,,,False,,TO_RENOVATE,,,,641,155,641,
2806,4,HOUSE,HOUSE,Izegem,,,199500,,True,,False,,,,,,234,121,234,
2807,4,HOUSE,HOUSE,LIÈGE,SEMI_EQUIPPED,2,265000,,,,False,,TO_BE_DONE_UP,,,,265,215,265,
2809,3,HOUSE,HOUSE,Genappe,,4,349000,False,True,25,False,,TO_RENOVATE,,,False,701,140,701,
2808,3,HOUSE,HOUSE,BEERSEL,SEMI_EQUIPPED,3,285000,,,,False,,TO_RENOVATE,True,300,,477,193,477,
2810,3,HOUSE,HOUSE,Oostakker,INSTALLED,3,450000,False,,,False,,GOOD,True,407,False,524,164,524,
2811,3,HOUSE,HOUSE,Lede,,,469523,False,,,False,,GOOD,True,770,,770,209,770,
2812,3,HOUSE,HOUSE,MECHELEN,INSTALLED,2,539000,,True,12,False,,GOOD,,,,0,188,0,
2813,5,HOUSE,HOUSE,Aalter Bellem,HYPER_EQUIPPED,4,595000,False,True,,False,,GOOD,True,1520,False,1520,229,1520,UnderOption
2816,8,HOUSE,HOUSE,Kallo (9120),,,810000,False,True,,False,,GOOD,,,,0,584,0,
2815,5,HOUSE,EXCEPTIONAL_PROPERTY,Dendermonde,HYPER_EQUIPPED,2,692000,False,True,60,False,,AS_NEW,True,237,False,237,302,237,
2817,4,HOUSE,HOUSE,Lede,HYPER_EQUIPPED,2,299000,False,True,14,False,,GOOD,True,95,False,210,225,210,UnderOption
2814,5,HOUSE,MIXED_USE_BUILDING,Dendermonde,HYPER_EQUIPPED,2,692000,False,True,60,False,,AS_NEW,True,237,False,237,302,237,
2819,2,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,,2,160000,False,,,False,,,,,False,,57,,
2818,3,HOUSE,HOUSE,Knokke-Heist,HYPER_EQUIPPED,2,795000,False,True,,False,,AS_NEW,,,False,134,166,134,
2821,2,APARTMENT,APARTMENT,Aalst (9300),INSTALLED,,269000,,True,,False,,GOOD,,,,,87,,
2820,1,APARTMENT,APARTMENT,GENT,SEMI_EQUIPPED,2,249000,,True,10,False,,GOOD,,,,,68,,
2822,2,APARTMENT,APARTMENT,BERCHEM,INSTALLED,2,275000,,True,22,False,,GOOD,,,,,104,,
2823,2,APARTMENT,DUPLEX,Vilvoorde,,,279000,False,True,6,False,,GOOD,,,,,100,,UnderOption
2825,2,APARTMENT,APARTMENT,Brussels,HYPER_EQUIPPED,1,285000,,True,,False,,GOOD,,,False,,80,,
2824,2,APARTMENT,APARTMENT,Waregem,INSTALLED,,279000,,True,,False,,GOOD,,,,,115,,
2827,4,APARTMENT,APARTMENT,Oostrozebeke,INSTALLED,,295000,False,True,26,False,,GOOD,True,30,,,120,,UnderOption
2826,2,APARTMENT,APARTMENT,BLANKENBERGE,SEMI_EQUIPPED,2,285000,True,True,,False,,GOOD,,,,,72,,
2828,2,APARTMENT,APARTMENT,BRAINE-L'ALLEUD,INSTALLED,2,315000,,True,6,False,,GOOD,,,,,107,,UnderOption
2829,3,APARTMENT,DUPLEX,SINT-AMANDS,HYPER_EQUIPPED,3,319000,,True,24,False,,GOOD,,,,,141,,
2831,2,APARTMENT,DUPLEX,WAVRE,INSTALLED,4,339000,False,True,14,False,,TO_BE_DONE_UP,,,False,,130,,UnderOption
2830,3,APARTMENT,TRIPLEX,Brussels,USA_INSTALLED,2,339000,,,,False,,GOOD,,,False,,115,,UnderOption
2832,3,APARTMENT,APARTMENT,BLANKENBERGE,INSTALLED,,345000,True,True,,False,,GOOD,,,,,91,,UnderOption
2833,2,APARTMENT,APARTMENT,Gent,SEMI_EQUIPPED,,350000,False,True,3,False,,TO_RENOVATE,,,,,110,,
2835,3,APARTMENT,APARTMENT,Berchem-Sainte-Agathe,SEMI_EQUIPPED,2,365000,False,True,10,False,,TO_BE_DONE_UP,,,False,,150,,UnderOption
2834,2,APARTMENT,APARTMENT,BLANKENBERGE,INSTALLED,2,355000,True,True,,False,,GOOD,,,,,70,,
2837,3,APARTMENT,APARTMENT,Deurne (2100),INSTALLED,,425000,,True,11,False,,GOOD,,,,,120,,
2836,3,APARTMENT,APARTMENT,Oostende,,,410000,False,True,2,False,,TO_RENOVATE,,,,,90,,
2838,2,APARTMENT,APARTMENT,WENDUINE,INSTALLED,2,440000,,True,25,False,,GOOD,,,,,95,,
2840,2,APARTMENT,APARTMENT,Saint-Gilles,HYPER_EQUIPPED,2,465000,False,True,2,False,,AS_NEW,,,False,,120,,UnderOption
2839,3,APARTMENT,PENTHOUSE,Bruxelles,HYPER_EQUIPPED,2,460000,False,True,52,False,,GOOD,,,False,,153,,
2841,3,APARTMENT,APARTMENT,Leuven,INSTALLED,,465000,,True,3,False,,GOOD,,,,,165,,UnderOption
2842,2,APARTMENT,GROUND_FLOOR,Anderlecht,INSTALLED,2,479000,False,True,,False,,GOOD,,,False,,135,,
2844,3,APARTMENT,DUPLEX,Woluwe-Saint-Pierre,INSTALLED,2,575000,False,True,70,False,,TO_BE_DONE_UP,True,275,False,,140,,UnderOption
2843,3,APARTMENT,APARTMENT,ELSENE,INSTALLED,2,495000,,True,,False,,GOOD,,,,,106,,
2845,1,APARTMENT,PENTHOUSE,MECHELEN,INSTALLED,2,625000,False,True,32,False,,GOOD,,,,,111,,
2849,3,APARTMENT,APARTMENT,Knokke,HYPER_EQUIPPED,2,1050000,True,True,4,False,,JUST_RENOVATED,,,,,79,,
2847,2,APARTMENT,APARTMENT,Zaventem,USA_HYPER_EQUIPPED,4,799000,,True,25,True,1,AS_NEW,True,60,False,,159,,
2846,3,APARTMENT,APARTMENT,Ixelles,HYPER_EQUIPPED,2,795000,False,True,26,False,,AS_NEW,,,False,,231,,
2848,3,APARTMENT,APARTMENT,Saint-Gilles,HYPER_EQUIPPED,2,895000,False,True,,False,,AS_NEW,True,380,False,,250,,
2850,3,HOUSE,HOUSE,Roeselare,INSTALLED,,229000,,True,,False,,GOOD,,,,180,110,180,
2851,2,APARTMENT,APARTMENT,Jette,INSTALLED,2,259000,False,,,False,,GOOD,,,,,101,,
2852,2,APARTMENT,APARTMENT,Bredene,,,275000,True,True,5,False,,,,,,,73,,
2853,3,HOUSE,HOUSE,Wilrijk,,2,279000,,,,False,,TO_RENOVATE,True,165,,280,146,280,
2854,3,HOUSE,HOUSE,Braives,,4,315000,,True,169,False,,GOOD,True,1650,,2220,118,2220,
2856,3,HOUSE,HOUSE,ACOZ,,4,375000,,,,False,,JUST_RENOVATED,,,,872,193,872,
2858,1,APARTMENT,APARTMENT,Gent,INSTALLED,,398000,False,,,False,,JUST_RENOVATED,,,,,92,,
2857,3,HOUSE,HOUSE,Brugge,,4,395000,,,,False,,GOOD,,,,167,374,167,
2855,3,APARTMENT,LOFT,Boussu,INSTALLED,2,320000,False,True,44,False,,AS_NEW,,,,,212,,
2859,3,HOUSE,HOUSE,Houthulst,,4,425000,,,,False,,GOOD,,,,860,204,860,
2860,2,HOUSE,HOUSE,SINT-PIETERS-LEEUW,HYPER_EQUIPPED,3,449000,,True,,False,,JUST_RENOVATED,,,,293,121,293,
2862,3,APARTMENT,APARTMENT,Forest,HYPER_EQUIPPED,,495000,,True,14,False,,GOOD,,,False,,144,,
2861,1,APARTMENT,DUPLEX,Uccle,HYPER_EQUIPPED,2,495000,False,,,False,,JUST_RENOVATED,,,False,,90,,
2863,4,HOUSE,HOUSE,Mol,,3,499500,,,,False,,GOOD,,,,910,240,910,
2865,5,HOUSE,HOUSE,Halle,,4,620000,,True,,False,,AS_NEW,,,,420,201,420,
2864,4,HOUSE,HOUSE,Jette,INSTALLED,2,515000,False,True,56,False,,TO_BE_DONE_UP,,,,0,310,0,
2866,5,HOUSE,HOUSE,Halle,,4,620000,,True,,False,,AS_NEW,,,,420,201,420,
2868,5,HOUSE,HOUSE,Uccle,NOT_INSTALLED,2,720000,False,True,,False,,TO_BE_DONE_UP,True,140,False,455,231,455,
2867,6,HOUSE,VILLA,Sint-Kruis,HYPER_EQUIPPED,4,675000,False,,,False,,AS_NEW,True,426,False,600,247,600,
2870,4,APARTMENT,APARTMENT,Antwerpen,HYPER_EQUIPPED,2,859000,False,True,25,False,,,,,False,,232,,
2869,4,HOUSE,VILLA,Bonheiden,INSTALLED,4,832000,,,,False,,,,,,791,257,791,
2871,4,HOUSE,HOUSE,Scherpenheuvel-Zichem,,4,895000,,True,,False,,AS_NEW,,,True,3967,250,3967,
2872,6,HOUSE,HOUSE,JODOIGNE,,,900000,,True,,False,,,,,,2130,570,2130,
2873,4,HOUSE,VILLA,Villers-la-Ville,HYPER_EQUIPPED,4,1195000,False,True,,False,,AS_NEW,True,3450,True,3602,300,3602,
2876,3,APARTMENT,APARTMENT,Wondelgem,,,255000,,,,False,,,,,,,93,,
2874,1,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,NOT_INSTALLED,2,195000,False,True,14,False,,TO_RENOVATE,,,False,,64,,UnderOption
2875,1,APARTMENT,PENTHOUSE,Evere,SEMI_EQUIPPED,3,219000,False,True,30,False,,GOOD,,,False,,50,,UnderOption
2877,2,APARTMENT,APARTMENT,Schaarbeek,HYPER_EQUIPPED,2,299000,False,True,7,False,,TO_BE_DONE_UP,,,False,,120,,UnderOption
2878,2,APARTMENT,APARTMENT,SINT-DENIJS-WESTREM,INSTALLED,4,327000,,True,,True,1,,,,,,128,,
2879,2,APARTMENT,PENTHOUSE,Woluwe-Saint-Lambert,HYPER_EQUIPPED,3,449000,False,True,25,False,,AS_NEW,,,False,,115,,UnderOption
2880,4,HOUSE,HOUSE,Oudenaarde,,2,335000,False,True,,False,,GOOD,,,,381,196,381,
2881,1,HOUSE,APARTMENT_BLOCK,SINT-KATELIJNE-WAVER,,2,345000,,True,4,False,,GOOD,,,,70,43,70,
2883,3,HOUSE,TOWN_HOUSE,EDEGEM,INSTALLED,2,349500,,,,False,,TO_RENOVATE,True,98,,227,189,227,UnderOption
2882,3,HOUSE,TOWN_HOUSE,MERKSEM,INSTALLED,2,349000,,,,False,,TO_BE_DONE_UP,True,53,,135,193,135,
2884,4,HOUSE,HOUSE,LIÈGE,HYPER_EQUIPPED,2,368000,,True,30,False,,GOOD,True,120,,250,289,250,
2886,4,HOUSE,HOUSE,ANTWERPEN,,2,380000,,,,False,,AS_NEW,True,8,,81,191,81,
2885,5,HOUSE,HOUSE,KORTENBERG,SEMI_EQUIPPED,3,370000,,True,,False,,TO_RENOVATE,True,760,,1000,267,1000,
2887,3,HOUSE,HOUSE,Ronse,USA_INSTALLED,2,385000,,True,165,False,,AS_NEW,True,100,False,175,160,175,
2888,3,HOUSE,HOUSE,ANTWERPEN,HYPER_EQUIPPED,2,389900,,True,5,False,,JUST_RENOVATED,True,19,,80,150,80,
2889,3,HOUSE,HOUSE,BORGERHOUT,HYPER_EQUIPPED,2,389900,,True,5,False,,JUST_RENOVATED,True,19,,80,150,80,
2891,3,HOUSE,HOUSE,WILLEBROEK,HYPER_EQUIPPED,3,435000,,True,,False,,GOOD,,,,333,196,333,UnderOption
2890,2,HOUSE,MIXED_USE_BUILDING,Koekelberg,SEMI_EQUIPPED,2,420000,False,True,35,False,,GOOD,,,False,100,196,100,
2892,4,HOUSE,HOUSE,Kortrijk,INSTALLED,2,455000,,True,,False,,GOOD,True,100,,245,187,245,
2893,4,HOUSE,HOUSE,Enines,INSTALLED,3,465000,,True,,False,,AS_NEW,,,,1663,170,1663,UnderOption
2895,5,HOUSE,TOWN_HOUSE,Vilvorde,INSTALLED,2,525000,,True,,False,,GOOD,True,60,,163,253,163,
2894,4,HOUSE,HOUSE,Beersel,INSTALLED,3,465000,,True,30,True,1,GOOD,True,440,False,679,210,679,
2896,3,HOUSE,HOUSE,Forest,USA_UNINSTALLED,2,550000,False,True,12,False,,GOOD,True,60,False,60,158,60,
2897,2,HOUSE,HOUSE,Zemst,,3,575000,,True,60,True,1,AS_NEW,True,400,False,846,180,846,UnderOption
2899,3,HOUSE,HOUSE,MUIZEN,INSTALLED,3,687000,,True,,False,,GOOD,True,100,,1479,185,1479,
2901,3,HOUSE,VILLA,Brasschaat,HYPER_EQUIPPED,4,789000,,,,True,1,GOOD,True,735,False,922,265,922,UnderOption
2898,3,HOUSE,EXCEPTIONAL_PROPERTY,Herselt,INSTALLED,4,649000,,True,25,False,,GOOD,True,14299,False,14299,195,14299,UnderOption
2900,3,HOUSE,VILLA,Maarkedal,,4,750000,False,True,17,False,,GOOD,,,,9092,208,9092,
2902,5,HOUSE,MANOR_HOUSE,LUBBEEK,,4,860000,,True,,False,,TO_BE_DONE_UP,True,8376,,8376,445,8376,
2904,9,HOUSE,APARTMENT_BLOCK,WAVRE,INSTALLED,2,890000,False,,,False,,TO_RENOVATE,,,False,351,363,351,UnderOption
2905,5,HOUSE,HOUSE,Auderghem,HYPER_EQUIPPED,2,1675000,,True,48,True,2,AS_NEW,True,325,False,502,540,502,
2903,5,HOUSE,VILLA,LUBBEEK,,4,860000,,True,,False,,TO_BE_DONE_UP,True,8376,,8376,445,8376,
2906,4,HOUSE,EXCEPTIONAL_PROPERTY,Uccle,USA_INSTALLED,4,1680000,,True,60,True,1,AS_NEW,True,1800,False,3200,240,3200,
2907,4,HOUSE,HOUSE,Florennes,INSTALLED,4,299000,,True,1,False,,AS_NEW,True,1,False,545,177,545,NewlyBuilt
2908,3,APARTMENT,APARTMENT,Uccle,HYPER_EQUIPPED,2,1160000,False,True,27,False,,AS_NEW,,,False,,163,,NewlyBuilt
2909,2,APARTMENT,APARTMENT,Roeselare,HYPER_EQUIPPED,2,185000,False,True,,False,,AS_NEW,,,False,,72,,
2910,3,HOUSE,HOUSE,Ninove,INSTALLED,2,285000,False,True,15,False,,JUST_RENOVATED,True,50,,150,125,150,
2913,3,HOUSE,HOUSE,Lede,INSTALLED,2,289000,False,True,,False,,GOOD,,,False,200,113,200,UnderOption
2912,3,HOUSE,HOUSE,MECHELEN,SEMI_EQUIPPED,2,289000,,,,False,,TO_BE_DONE_UP,True,32,,100,124,100,UnderOption
2911,6,HOUSE,HOUSE,Liège,INSTALLED,2,288500,False,True,20,False,,TO_BE_DONE_UP,True,25,False,130,265,130,
2914,4,HOUSE,HOUSE,Antwerpen,INSTALLED,2,299900,False,,,False,,GOOD,True,8,False,82,152,82,
2915,3,HOUSE,HOUSE,Roeselare,INSTALLED,,335000,False,True,,False,,GOOD,,,,394,124,394,
2917,4,HOUSE,HOUSE,LINKEBEEK,SEMI_EQUIPPED,2,350000,,,,False,,,True,22,,71,152,71,
2918,3,HOUSE,HOUSE,Reet,,,360000,False,True,26,False,,GOOD,,,,190,178,190,
2916,4,HOUSE,HOUSE,Archennes,,3,350000,False,True,21,False,,TO_RENOVATE,,,False,578,232,578,
2919,3,HOUSE,HOUSE,Durbuy Wéris,HYPER_EQUIPPED,4,379000,,True,36,False,,GOOD,True,920,False,1002,188,1002,
2920,3,HOUSE,HOUSE,Ohey,INSTALLED,4,399000,False,True,,False,,GOOD,True,1131,False,2016,170,2016,
2923,6,HOUSE,HOUSE,Izegem,,4,445000,,,,False,,GOOD,,,,550,541,550,
2922,2,HOUSE,HOUSE,Vaux-sur-Sûre Juseret,INSTALLED,4,419000,False,True,,False,,AS_NEW,,,False,967,143,967,
2921,6,HOUSE,HOUSE,Bertrix,INSTALLED,4,399000,False,True,,False,,GOOD,,,False,1148,254,1148,
2924,2,APARTMENT,LOFT,Sint-Joost-ten-Node,HYPER_EQUIPPED,2,449000,False,,,False,,,,,,,165,,
2925,2,HOUSE,HOUSE,Anderlecht,INSTALLED,2,475000,False,,,False,,GOOD,,,False,50,165,50,
2926,3,HOUSE,HOUSE,Oostkamp,INSTALLED,,475000,False,True,,False,,GOOD,,,,721,189,721,
2927,4,HOUSE,HOUSE,WICHELEN,INSTALLED,4,498000,,True,22,False,,,True,506,,813,271,813,UnderOption
2928,3,HOUSE,HOUSE,Woluwe-Saint-Pierre,INSTALLED,3,550000,False,True,14,False,,GOOD,True,60,False,322,144,322,
2931,4,HOUSE,VILLA,Nazareth,HYPER_EQUIPPED,,572500,,True,,False,,GOOD,,,,728,252,728,
2930,4,HOUSE,HOUSE,Gent,INSTALLED,2,569000,False,True,,False,,TO_RENOVATE,,,,139,235,139,
2932,6,HOUSE,HOUSE,Liège,INSTALLED,2,599000,False,True,25,False,,GOOD,True,100,False,285,404,285,
2929,3,HOUSE,VILLA,Edegem,INSTALLED,4,550000,,True,,False,,TO_BE_DONE_UP,True,1450,,1722,200,1722,
2934,4,HOUSE,HOUSE,Rixensart,SEMI_EQUIPPED,3,650000,False,True,50,True,1,TO_RENOVATE,True,3400,True,3477,158,3477,
2933,4,HOUSE,HOUSE,Hooglede,INSTALLED,,649000,,True,,False,,GOOD,,,,860,260,860,
2936,2,APARTMENT,APARTMENT,Knokke centrum,HYPER_EQUIPPED,2,695000,False,True,3,False,,AS_NEW,,,False,,75,,
2935,13,HOUSE,EXCEPTIONAL_PROPERTY,Bouillon,INSTALLED,2,680000,,True,,False,,AS_NEW,,,False,427,737,427,
2937,4,HOUSE,HOUSE,Antwerpen,,2,745000,,True,14,False,,AS_NEW,,,False,180,318,180,
2938,6,HOUSE,HOUSE,Wezembeek-Oppem,INSTALLED,4,840000,False,True,,False,,TO_BE_DONE_UP,True,700,False,800,334,800,
2940,3,HOUSE,HOUSE,NOORDERWIJK,INSTALLED,3,385000,,True,20,False,,,,,,180,183,180,
2939,4,HOUSE,VILLA,Uccle,,4,850000,,True,,False,,TO_RENOVATE,,,,683,245,683,
2941,3,HOUSE,VILLA,LICHTERVELDE,INSTALLED,4,399000,,,,False,,JUST_RENOVATED,,,,0,218,0,
2942,4,HOUSE,HOUSE,Bever,,4,539000,,,,False,,,,,,1224,305,1224,
2943,6,HOUSE,MIXED_USE_BUILDING,LESSINES,INSTALLED,2,595000,,,,False,,,,,,805,400,805,
2944,6,HOUSE,HOUSE,LESSINES,INSTALLED,2,595000,,,,False,,,,,,805,400,805,
2945,3,HOUSE,HOUSE,Uccle,INSTALLED,3,1495000,False,True,,False,,TO_BE_DONE_UP,True,600,False,950,210,950,
2947,3,HOUSE,HOUSE,Braine-le-Château,,3,229000,False,,,False,,,,,False,407,122,407,
2946,5,HOUSE,HOUSE,Heule (Kortrijk),,2,199000,False,,,False,,,,,False,185,252,185,
2948,3,HOUSE,HOUSE,Kessel-Lo,,,329000,,,,False,,,True,26,,85,134,85,
2949,4,HOUSE,VILLA,Wellen,,,580000,,,,False,,GOOD,,,,3499,,3499,
2950,4,HOUSE,HOUSE,Ramillies,INSTALLED,4,650000,False,True,,False,,GOOD,,,False,1802,320,1802,
2951,4,HOUSE,HOUSE,Ramillies,INSTALLED,4,650000,False,True,,False,,GOOD,,,False,1802,320,1802,
2953,2,APARTMENT,APARTMENT,Zeebrugge,HYPER_EQUIPPED,2,490000,,True,,False,,AS_NEW,,,,,105,,
2952,4,HOUSE,HOUSE,Wezembeek-Oppem,HYPER_EQUIPPED,3,895000,,True,,False,,GOOD,True,420,False,650,240,650,
2955,3,HOUSE,HOUSE,Zulte,,3,210000,False,True,,False,,TO_RENOVATE,,,,380,97,380,
2954,2,APARTMENT,APARTMENT,Knokke,,,1375000,False,True,,False,,TO_RENOVATE,,,,,164,,
2956,2,APARTMENT,GROUND_FLOOR,GREMBERGEN,INSTALLED,2,271650,,True,45,False,,,True,45,,,83,,NewlyBuilt
2958,2,APARTMENT,APARTMENT,Zwijndrecht,INSTALLED,2,219000,,True,11,False,,TO_BE_DONE_UP,,,False,,85,,
2957,3,HOUSE,HOUSE,Dilbeek,INSTALLED,3,589000,,True,19,False,,AS_NEW,True,500,False,609,190,609,
2959,1,APARTMENT,APARTMENT,BRUXELLES,INSTALLED,2,299000,True,True,4,False,,GOOD,,,,,80,,
2960,3,HOUSE,HOUSE,Deinze,INSTALLED,3,337000,False,,,False,,AS_NEW,,,False,238,138,238,NewlyBuilt
2961,3,HOUSE,HOUSE,Deinze,INSTALLED,3,337000,False,,,False,,AS_NEW,,,False,238,138,238,NewlyBuilt
2963,3,HOUSE,TOWN_HOUSE,Nazareth,INSTALLED,2,347551,False,,,False,,AS_NEW,,,False,138,169,138,NewlyBuilt
2962,3,HOUSE,HOUSE,Deinze,INSTALLED,3,337000,False,,,False,,AS_NEW,,,False,238,138,238,NewlyBuilt
2965,3,HOUSE,TOWN_HOUSE,Nazareth,INSTALLED,2,347551,False,,,False,,AS_NEW,,,False,138,169,138,NewlyBuilt
2964,3,HOUSE,TOWN_HOUSE,Nazareth,INSTALLED,2,347551,False,,,False,,AS_NEW,,,False,138,169,138,NewlyBuilt
2966,3,HOUSE,HOUSE,Deinze,INSTALLED,3,351000,False,,,False,,AS_NEW,,,False,287,138,287,NewlyBuilt
2967,3,HOUSE,TOWN_HOUSE,Nazareth,INSTALLED,2,379551,False,,,False,,AS_NEW,,,False,240,173,240,NewlyBuilt
2968,3,HOUSE,TOWN_HOUSE,Nazareth,INSTALLED,2,379551,False,,,False,,AS_NEW,,,False,216,173,216,NewlyBuilt
2969,3,HOUSE,HOUSE,Deinze,INSTALLED,3,383011,False,,,False,,AS_NEW,,,False,313,148,313,NewlyBuilt
2971,2,HOUSE,HOUSE,Trooz,INSTALLED,3,199000,False,True,15,False,,GOOD,True,96,False,240,78,240,
2970,2,HOUSE,HOUSE,Genappe,NOT_INSTALLED,3,195000,False,True,,False,,TO_RENOVATE,True,140,False,282,142,282,
2972,2,APARTMENT,APARTMENT,BRASSCHAAT,,2,215000,,True,,False,,TO_BE_DONE_UP,,,,,111,,UnderOption
2973,5,HOUSE,HOUSE,Vielsalm,NOT_INSTALLED,4,219000,False,True,100,False,,GOOD,True,2002,False,2002,239,2002,UnderOption
2975,2,APARTMENT,APARTMENT,BRASSCHAAT,INSTALLED,3,247000,,True,4,False,,GOOD,,,,,88,,
2974,3,HOUSE,HOUSE,Dison,INSTALLED,2,220000,False,True,6,False,,GOOD,True,227,False,261,92,261,UnderOption
2977,3,HOUSE,HOUSE,Grâce-Hollogne,INSTALLED,2,249000,False,True,18,False,,GOOD,True,25,False,204,157,204,UnderOption
2976,5,HOUSE,HOUSE,Comblain-au-Pont,INSTALLED,2,249000,False,True,44,True,1,AS_NEW,True,56,False,262,224,262,UnderOption
2980,3,HOUSE,HOUSE,Ooigem,INSTALLED,,259000,,,,False,,GOOD,True,104,,176,223,176,
2979,3,HOUSE,MIXED_USE_BUILDING,VIRTON,,2,250000,,True,,False,,TO_BE_DONE_UP,,,,185,149,185,
2978,4,HOUSE,MIXED_USE_BUILDING,Zottegem,,2,249000,False,True,,False,,TO_RENOVATE,,,,310,212,310,
2981,3,HOUSE,HOUSE,Liège,HYPER_EQUIPPED,2,270000,False,True,10,False,,JUST_RENOVATED,True,300,False,405,148,405,
2983,3,HOUSE,HOUSE,Braine-l'Alleud,SEMI_EQUIPPED,2,275000,False,True,15,False,,TO_BE_DONE_UP,True,141,False,190,100,190,UnderOption
2982,4,HOUSE,HOUSE,Oudenaarde,,2,274000,False,True,,False,,GOOD,,,,750,182,750,
2984,3,HOUSE,HOUSE,ANTWERPEN,INSTALLED,2,275000,,,,False,,TO_BE_DONE_UP,True,30,,91,183,91,UnderOption
2985,3,HOUSE,HOUSE,Braine-l'Alleud,INSTALLED,2,285000,False,True,21,False,,TO_RENOVATE,True,128,False,205,140,205,UnderOption
